ID USER,ID QUESTION,Question_Category,QUESTION,USER ANSWER,CORRECT ANSWER,Duration
8,521,PK,"Diketahui bangun datar sebagai berikut:
1) Persegi panjang bukan persegi
2) Belah ketupat bukan persegi
3) Segitiga sama kaki bukan sama sisi
4) Layang-layang bukan persegi

Ada berapa bangun di atas yang memilki satu simetri putar dan satu simetri lipat",2,1,117
8,486,PK,Berapakah volume sebuah kubus yang memiliki luas sisi 1.176 cm persegi,1,2,12
8,13,PU,Lawan kata canggih,1,3,34
8,407,PPU,"Suasana ini juga yang ada, ketika saya berdiri menghadapi jenazahnya di tengah malam yang dingin, di rumah lurah sebuah desa di kaki Gunung Semeru. Jenazah tersebut dibungkus oleh plastik dan kedua ujungnya diikat dengan tali, digantungkan pada sebatang kayu yang panjang. Kulitnya tampak kuning pucat, matanya terpejam dan dia tampak tenang. Saya berpikir: “Tentunya sepi dan dingin terbungkus dalam plastik itu”. Ketika jenazah dimandikan di Rumah Sakit Malang, pertanyaan yang muncul di dalam diri saya ialah apakah hidupnya sia-sia saja?

Saya sedang duduk, ketika seorang teman yang memesan peti mati pulang. Dia bertanya apakah saya punya keluarga di Malang? Saya jawab, “Tidak. Mengapa?” dia cerita, tukang peti mati ketika dia ke sana bertanya untuk siapa peti mati ini? Teman saya menyebut nama Soe Hok Gie dan si tukang peti tampak agak terkejut. “Soe Hok Gie yang suka menulis koran?” dia bertanya. Teman saya mengiyakan. Tiba-tiba, si tukang peti menangis. Sekarang giliran teman saya yang terkejut. Dia berusaha bertanya, mengapa si tukang peti menangis, tetapi yang ditanya terus menangis dan hanya menjawab “Dia orang berani. Sayang dia meninggal.”

Jenazah dibawa oleh pesawat terbang AURI, dari Malang mampir Yogya kemudian ke Jakarta. Ketika di Yogya, kami turun dari pesawat dan duduk-duduk di lapangan rumput. Pilot yang mengemudikan pesawat tersebut duduk bersama kami. Kami bercakap-cakap. Kemudian dia bertanya, “Apakah benar jenazah yang dibawa adalah jenazah Soe Hok Gie?” saya membenarkan. Dia kemudian berkata, “Saya kenal namanya. Saya senang membaca karangan-karangannya. Sayang sekali dia meninggal. Dia mungkin bisa berbuat banyak, kalau dia hidup terus”.

Nilai moral yang terdapat pada teks tersebut adalah",2,3,26
8,149,PU,"Pada sebuah pertemuan yang terdiri atas para koki professional, yaitu Chef Randy, Chef Rani, Chef Agil, dan Chef Vero. Salah seorang dari mereka merupakan ahli dalam masakan Indonesia, sementara yang lainnya ahli dalam masakan Eropa, Italia, dan Cina. Pada suatu waktu, mereka dipertemukan dalam suatu acara memasak sebagai juri dan duduk di meja persegi dengan susunan sebagai berikut.
- Ahli masakan Indonesia duduk di sebelah kiri Chef Randy.
- Ahli masakan Cina duduk bersebrangan dengan Chef Vero.
- Chef Rani dan Chef Agil duduk berdekatan.
- Sementara itu, salah seorang Chef duduk di sebelah kiri ahli masakan Eropa.
- Ahli masakan Italia bersebrangan dengan Chef Agil

Siapakah yang ahli dalam masakan Italia",1,0,95
8,567,PK,"Bilangan a bersisa 2 jika dibagi 7 dan bersisa 3 jika dibagi 4. Di antara bilangan berikut yang mungkin merupakan nilai untuk a adalah ...
(1) 23
(2) 51
(3) 79
(4) 87",0,0,53
8,68,PU,"Lima orang siswa selalu berkompetisi untuk mendapatkan rangking terbaik di kelasnya pada semester ini, Wina, Yuni, Zaki, Utari, dan Santi mendapatkan nilai rapor yang berbeda-beda. Santi mendapatkan rangking di antara Utari dan Wina. Yuni mendapat rangking pertama. Zaki mendapat rangking tepat di atas Utari, namun di bawah Wina.  Siswa yang mendapat rangking ketiga adalah",0,3,49
9,2,PU,Lawan kata monoton,1,3,53
9,1,PU,Berjalan : berlari,0,3,29
9,485,PK,Sebuah segitiga sama kaki kelilingnya adalah 36 cm. Panjang alasnya adalah 10 cm. Berapa luas segitiga tersebut,0,3,76
9,536,PK,Jika 2< a < 6 dan –3 < b < 4 maka nilai ab adalah,0,0,49
9,288,PPU,"(1) Tol laut berbeda dengan tol yang ada di darat.
(2) Tol laut menyediakan fasilitas penyeberangan antarpulau bagi kapal-kapal.
(3) Pembangunan tol laut ini memiliki berbagai dampak positif bagi Indonesia yang merupakan negara kepulauan.
(4) Salah satu contoh dampak positif dari pembangunan tol laut yang nantinya akan dijalankan adalah membuat penduduk yang ada di Pulau Papua makin mudah berdagang dengan penduduk yang ada di Pulau Jawa.
(5) Dengan melihat dampak positif yang ada, pada pemerintahan saat ini, pembangunan tol laut makin digencarkan.
(6) Namun, pembangunan tol laut ini tidak serta merta mendapat respons positif dari seluruh kalangan masyarakat.
(7) Ada beberapa kalangan atau kelompok masyarakat yang menolak pembangunan tol laut.
(8) Pada dasarnya, kalangan tertentu tersebut tidak sepenuhnya menolak pembangunan tol laut.
(9) Penolakan mereka sebenarnya didasarkan pada beberapa kekhawatiran, seperti hanya akan digunakannya tol laut untuk kampanye para elite politik.
(10) Mereka juga khawatir jika sarana dan prasarana yang digunakan untuk pembangunan tol laut sepenuhnya diambil dari barang impor sehingga pembangunan tol laut justru akan membahayakan industri kapal dalam negeri ke depannya.
(11) Namun, meski ada beberapa penolakan, pemerintah terlihat tetap mantap untuk melanjutkan program pembangunan tol laut sebab dampaknya dianggap bisa memberikan peningkatan kesejahteraan bagi masyarakat di wilayah pesisir.

 Makna kata “elite” pada kalimat (9) teks tersebut adalah ....",0,0,107
9,264,PBM,"Perubahan iklim terhadap kualitas udara di dunia selalu dilaporkan oleh World Meteorological Organization (WMO) setiap tahun (1). Menurut.., musim panas tahun 2022 adalah musim panas terpanas yang pernah tercatat di Eropa (2). Rekor ini kemudian terpecahkan pada 2023 (3). Gelombang panas yang berkepanjangan menyebabkan peningkatan konsentrasi materipartikulat (PM) 2,5 dan ozon di permukaan tanah (4). Ratusan lokasi pemantauan kualitas udara mencatat 100 mikron per meter kubik paparan selama delapan jam, melampaui tingkat pedoman kualitas udara ozon WHO (5). Hal tersebut pertama kali terjadi di barat daya Eropa, lalu ke Eropa Tengah, dan menyebar ke seluruh benua (6). Selama paruh kedua bulan Agustus 2022, terjadi intrusi debu gurun yang sangat tinggi di Mediterania dan Eropa (7). Campuran suhu tinggi, aerosol yang tinggi, serta kandungan PM 2,5 berdampak terhadap kesehatan serta kesejahteraan manusia (8).

Kalimat yang paling efektif sebagai penggabungan dari kalimat (3) dan (4) adalah",2,0,42
9,512,PK,"3, − 5, − 1, − 4, 7, − 1, − 9, 8, A, B

Nilai dari 2A − B adalah",0,1,38
9,32,PU,Sebagian siswa tidak meraih nilai ujian tinggi jika mereka tidak belajar dengan tekun. Kondisi tersebut terjadi ketika siswa tidak berdisiplin dalam mengatur waktu. Manakah kesimpulan berikut yang BENAR,2,2,96
9,116,PU,"Dido sedang berlibur di sebuah negara bernama Ellesmere. Disana, ia mengunjungi beberapa kota. Dari hotel tempat tinggalnya, kota Domina lebih jauh daripada kota Tirianna. Kota Ebraxas lebih dekat daripada kota Tirianna. Kota Fiandara lebih jauh daripada Seren. Kota Tirianna lebih jauh daripada kota Fiandara. Kota Ebraxas lebih dekat daripada kota Seren.

Berdasarkan penjelasan tersebut, kota jauh ketiga adalah",2,2,23
9,240,PBM,"(1) Surya Satelit-1 (SS-1), satelit buatan Indonesia, berhasil meluncur menuju International Space Station (ISS). (2) Satelit ini diantar ke ISS dengan menggunakan roket SpaceX, Falcon 9 CRS-26, perusahaan penerbangan luar angkasa besutan Elon Musk. (3) SS-1 mulai mengudara pada 26 November 2022 pukul 14.20 waktu setempat dari NASA Kennedy Space Center, Florida, Amerika Serikat, atau 27 November 2022 pukul 02.20 WIB. (4) Sebagai informasi, satelit SS-1, dikembangkan oleh Universitas Surya yang difasilitasi dan disupervisi oleh Pusat Riset Teknologi Satelit dari BRIN. (5) Projek peluncuran roket pun mendapat dukungan dari Kementerian Komunikasi dan Informatika (Kemenkominfo) serta beberapa pihak lainnya. (6) .... (7) Satelit ini bisa digunakan sebagai sarana komunikasi bagi seluruh laboratorium universitas, perusahaan, hingga radio yang tersebar di seluruh wilayah Indonesia. (8) Tak hanya itu, satelit ini juga bisa menjadi sarana komunikasi Automatic Packet Reporting System (APRS) dalam situasi darurat, yaitu komunikasi yang berbentuk teks singkat. (9) Padahal, dengan APRS, satelit dapat dimanfaatkan sebagai alat mitigasi bencana, pelacakan posisi mobil dan pejalan kaki, pemantauan jarak jauh, komunikasi darurat, serta jaringan internet di hutan.

Apa maksud kalimat (8) pada teks tersebut",2,0,51
10,438,PPU,"Listrik sangat biasa dibutuhkan untuk memperlancar berbagai kegiatan di rumah. Kegiatan di rumah yang memerlukan listrik misalnya kegiatan mencuci dengan mesin cuci, mengisi bak air dengan mesin penyedot air,  belajar pada malam hari dengan lampu, menonton televisi, mengetik dengan komputer, dan sebagainya. 

Energi listrik membawa perubahan perilaku kehidupan manusia. Dengan energi listrik, pekerjaan dapat dilakukan dengan lebih cepat dan mudah. Adapun sumber energi listrik yaitu pembangkit tenaga air, uap, diesel, dan panas bumi. Sumber-sumber energi listrik tersebut harus dikelola dengan baik. 

Selain mengelola secara baik, kita juga perlu melakukan penghematan listrik. Sikap menghemat listrik bermanfaat untuk membantu pemerintah dalam mengurangi beban biaya subsidi listrik. Dengan menghemat listrik , beban membayar listrik menjadi lebih ringan. Selain itu, dengan menghemat penggunaan listrik, kita juga membantu pemerintah dalam memeratakan listrik di daerah - daerah yang belum mendapatkan aliran listrik.
 
Hemat listrik dapat dilakukan dengan berbagai cara, misalnya menggunakan lampu seperlunya saja, mematikan lampu ketika tidur, mematikan televisi jika tidak ditonton, dan sebagainya. Sudah selayaknya kita menggunakan listrik secara bijak. Jangan biarkan listrik terus mengalir tanpa kendali. Perilaku hemat listrik harus dibudidayakan di masyarakat.

Apakah manfaat menghemat listrik",1,3,50
10,405,PPU,"Revolusi itu bukan sebuah ide yang luar biasa, dan istimewa, serta bukan lahir atas perintah seorang manusia yang luar biasa. Kecakapan dan sifat luar biasa dari seseorang dalam membangun revolusi, melaksanakan atau memimpinnya menuju kemenangan, tak dapat diciptakan dengan otaknya sendiri. Sebuah revolusi disebabkan oleh pergaulan hidup, suatu akibat tertentu dari tindakan-tindakan masyarakat.

Dalam kata-kata yang dinamis, dia adalah akibat tertentu dan tak terhindarkan yang timbul dari pertentangan kelas yang kian hari kian tajam. Ketajaman pertentangan yang menimbulkan pertempuran itu ditentukan oleh pelbagai macam faktor: ekonomi, sosial, politik, dan psikologis. Semakin besar kekayaan pada satu pihak, semakin beratlah kesengsaraan dan perbudakan di lain pihak. Pendeknya, semakin besar jurang antara kelas yang memerintah dengan kelas yang diperintah, semakin besarlah hantu revolusi.

Tujuan sebuah revolusi ialah menentukan kelas mana yang akan memegang kekuasaan negeri, politik dan ekonomi, dan revolusi itu dijalankan dengan “kekerasan”. Di atas bangkai yang lama berdirilah satu kekuasaan baru yang menang. Demikianlah masyarakat feodal didorong oleh masyarakat kapitalis dan yang disebut lebih akhir ini sekarang berjuang mati-matian dengan masyarakat buruh yang bertujuan mencapai “satu masyarakat komunis yang tidak mempunyai kelas”.

Simpulan yang paling tepat sesuai teks tersebut adalah ....

",0,0,55
10,65,PU,"Kegiatan ekstrakuler dilakukan di luar ruangan jika diadakan pada hari Minggu. Jika kegiatan ekstrakulikuler dilakukan di luar ruangan, siswa mengenakan pakaian dinas lapangan.

Simpulan yang paling tepat adalah",3,0,80
10,285,PPU,"(1)Teknologi modifikasi cuaca [...] beberapa hari terakhir di daerah tangkapan air Danau Toba. (2)Curah hujan mulai meningkat, tetapi tinggi muka air Danau Toba masih terus menurun. (3)[...] tinggi muka air [...] banyak dermaga tidak bisa digunakan, PLTA terancam berhenti beroperasi, irigasi terganggu, pasokan air baku rumah tangga dan industri berkurang, serta pariwisata terancam. (4)Level tinggi muka air (TMA) Danau Toba per Selasa (6/4/2021) pun sudah [...] 903,175 meter di atas permukaan laut (mdpl). (5)""Teknologi modifikasi cuaca diterapkan untuk [...] penurunan TMA Danau Toba agar tidak sampai ke level batas minimum, yakni 902,40 mdpl"", kata Koordinator Lapangan Teknologi Modifikasi Cuaca Daerah Aliran Sungai (DAS) Danau Toba Cornelius A Nababan, Rabu (7/4/2021). (6)Teknologi modifikasi cuaca dilakukan dengan mensemprotkan bahan semai flare cosat berupa kalsium klorida dan magnesium klorida dari bawah atau atas awan. (7)Metode ini berbeda dengan [...] garam (NaCl) ke punggung awan yang biasa digunakan dalam menangani kebakaran hutan.

Asas paralelisme atau kesejajaran bentuk pada teks di atas ditemukan pada...",3,3,28
10,187,PBM,"(1) Menteri Koordinator Bidang Kemaritiman dan Investasi, Luhut Binsar Pandjaitan, mengatakan bahwa pertumbuhan ekonomi global pada 2020 ini akan terkontraksi akibat wabah virus corona (Covid-19). (2) Luhut menyampaikan, ada bermacam-macam prediksi dari berbagai lembaga keuangan dunia terhadap pertumbuhan ekonomi global di tengah pandemi corona. (3) Proyeksi terburuk datang dari Bank Dunia, yang menyatakan perekonomian global bisa minus 3,5 persen hingga 2,1 persen pada tahun ini. (4) Tetapi, angka tersebut diramal akan naik pada 2021 dengan kisaran antara 5,2 – 5,6 persen. (5) Selanjutnya, Asian Development Bank (ADB), menduga perekonomian dunia akan tumbuh 2,5 persen pada 2020, dan akan melesat ke 5 persen setahun berikutnya. (6) Moody’s juga memprediksi ekonomi global akan tumbuh 3 persen tahun ini dan akan naik menjadi 4,3 persen di 2021. (7) Sementara itu, Lembaga Moneter Internasional (IMF) memperkirakan perekonomian dunia bisa terkontraksi hingga 0,5 persen tahun ini, dan melonjak ke angka 8,2 persen pada 2021.

(8) Mengacu pada ramalan tersebut, Luhut mengutarakan bahwa perekonomian nasional juga pasti akan ikut terdampak. (9) Beragam resesi ekonomi akan memengaruhi Indonesia sebagai mitra dagang utama. (10) Menurut perkiraan, perekonomian China pada tahun ini akan terkontraksi ke level 1,2 persen, tapi melesat hingga 9,5 persen. (11) Skenario serupa diprediksi terjadi pada negara mitra dagang utama, yakni India.(12) Ekonomi di Negeri Bollywood diproyeksikan akan bertahan di level 1,9 persen pada 2020 yang kemudian naik menjadi 7,4 persen di tahun berikutnya. (13) Sedangkan pertumbuhan ekonomi kawasan Asia Tenggara diramalkan akan minus 0,6 persen pada tahun ini dan akan mulai membaik ke posisi 7,8 persen pada 2021.

Paragraf 1 terdiri atas 2 gagasan. Kalimat yang memiliki perbedaan gagasan dengan yang lain adalah",2,3,32
10,475,PK,"Bilangan berikut membentuk deret x, 7, 9, 6, 10, 5, 11, y maka nilai x dan y adalah",2,0,98
10,527,PK,"Dari 4 huruf a, b, c, d dan 6 angka 1, 2, 3, 4, 5, 6 akan disusun password yang terdiri dari 1 huruf dan 4 angka. Jika digit-digit password tersebut tidak boleh berulang, maka banyaknya password yang dapat dibentuk adalah",1,1,69
10,63,PU,"x, 27, 9, 45, 27, 63, y

Nilai yang tepat menggantikan x dan y adalah",3,0,105
10,21,PU,"Semua burung dapat terbang.
Kapal terbang juga dapat terbang. ",3,1,86
10,346,PPU,"Menurut Sari (2012:34), stand up comedy adalah seni komedi yang disampaikan secara perorangan di depan penonton secara langsung (live). Sederhananya, stand up comedy adalah sebuah komedi yang pelawaknya berdiri saat melawak dan berbicara langsung di hadapan para penonoton jadi tanpa ada rekan di sampingnya, komedian seorang diri harus bisa membuat penonton tertawa. 

Stand up comedy sebenarnya bukanlah hal baru di Indonesia. Awalnya, stand up comedy dipopulerkan oleh Dono, Kasino, dan Indro. Kemudian diangkat oleh Taufik Savalas ke media televisi, namun sangat disayangkan stand up comedy yang ada di Indonesia tidak berlangsung lebih lama karena kurangnya penerus sehingga stand up comedy pun terkubur dari media televisi di Indonesia. Kehadiran stand up comedy kembali nampak semenjak dibangunnya comedy cafe di kawasan Jakarta Selatan. Dibantu oleh Raditya Dika dan Pandji Pragiwaksono melalui jejaring sosial yaitu Twitter dan Youtube, stand up comedy pun dipopulerkan kembali. Melihat semakin tingginya antusiasme masyarakat akan stand up comedy di Indonesia, maka Metro TV pun menyajikan acara stand up comedy show. Acara yang menyajikan para comic dapat menunjukkan kelebihan mereka dalam membawa humor dan suasana kepada penonton.

Kalimat di bawah tepat jika diletakkan pada ...
“Para pelaku humor dalam stand up comedy ini biasa disebut sebagai seorang stand up comic atau stand up comedian.”.",1,1,57
11,375,PPU,"SMA Negeri 2 Jakarta didirikan pada tanggal 24 Februari 1959 dengan proses pengambilalihan sekolah asing melalui program nasionalisasi pemerintah. Sekolah asing yang dinasionalisasi tersebut bernama Kwo Min Tang yang letaknya ada di Jalan Gajah Mada No. 174-175. Berdasarkan keputusan Peperda No. 232, Kwo Min Tang diubah menjadi SMA PPS (Panitia Pengawasan Sekolah). SMA PPS di awasi dan di bina oleh pemerintah dari perwakilan Depdikbud Jakarta Raya.

Pada tanggal 18 Januari 1960, SMA PPS menjadi SMA Nasional Bapergi, tetapi tidak lama kemudian ditutup dan gedungnya dipakai untuk gedung pendidikan nasional. Gedung yang ada di jalan Gajah Mada No 174 diambil alih tanggal 11 juli 1966 yang akhirnya dijadikan apartemen Mediterania. Lalu, berdasarkan SJP No.004/JV/S/PERW/GG/66, gedung yang ada di jalan Gajah Mada No.175 yang akhirnya menjadi gedung sekolah SMA Negeri 2 Jakarta. SMA Negeri 2 Jakarta dipimpin oleh G. S. Panjaitan sebagai kepala sekolah pertama dan T. Simbolon yang merangkap menjadi wakil kepala sekolah, sekretaris, sekaligus pengajar.

Jika melihat bentuk fisik, fasilitas di SMA Negeri 2 Jakarta tergolong memadai dan mendukung pembelajaran, mulai dari kelas, Laboratorium Bahasa, Laboratorium Biologi, Laboratorium Fisika, Laboratorium Kimia, aula, kantin, masjid, koperasi, ruang Audio Visual, UKS, ruang PIK, toilet, ruang Medikom, lapangan upacara, lapangan kecil, ruang OSIS, perpustakaan, sport center, ruang komputer (TIK), Smart Desk Room, lapangan parkir, gazebo, studio, ruang Inspirasi, hingga ruang ESO.

Gagasan utama dalam paragraf 1 terdapat pada kalimat ....",2,0,12
11,415,PPU,"1)Kebudayaan Indonesia dari zaman ke zaman mengalami perubahan. (2) Perubahan ini terjadi karena faktor masyarakat yang memang menginginkan perubahan.

(3) Perubahan kebudayaan terjadi sangat cepat karena pengaruh unsur-unsur globalisasi terhadap kebudayaan Indonesia. (4) Unsur globalisasi masuk tak terkendali merasuki kebudayaan nasional, yang merupakan jelmaan kebudayaan lokal yang ada di setiap daerah dari Sabang sampai Merauke.

(5)Pola hidup masyarakat masa kini dengan masa dahulu sangat berbeda. (6)Hal ini merupakan dampak arus globalisasi sehingga perlu penanganan yang lebih baik. (7)Dampak lain globalisasi adalah perkembangan teknologi canggih yang sangat membantu manusia, tetapi juga dapat menggeser nilai-nilai budaya dan sosial.

(8) Sebagai contoh, di bidang pertanian, masyarakat yang dahulu sangat menjunjung tinggi budaya gotong royong dalam menyelesaikan pekerjaan sekarang cenderung menggunakan mesin mulai dari menanam hingga proses penggilingan padi. (9) Budaya gotong royong perlahan-lahan mulai dilupakan.

Sikap penulis pada bacaan tersebut adalah ....
",3,0,80
11,429,PPU,"Penderita endometriosis mengalami gangguan kekebalan tubuh karena kekurangan kurkumin. Kadar kurkumin dapat ditingkatkan dengan mengonsumsi makanan yang mengandung kurkumin, seperti temulawak. Kurkumin dapat meningkatkan kekebalan tubuh karena merupakan antioksidan yang dapat menangkal radikal bebas.
Berdasarkan informasi tersebut, manakah pernyataan yang PASTI BENAR?",0,3,41
11,160,PBM,"Bacalah kalimat berikut dengan saksama!
Bambu adalah material alami yang sering dipandang sebelah mata ... ia memiliki banyak kelebihan, murah, tahan air, ... mempunyai banyak manfaat.
Kata penghubung yang tepat untuk melengkapi kalimat tersebut adalah",0,3,103
11,471,PK,"Seorang tukang bangunan akan membuat dinding menggunakan 600 batu bata yang berukuran 2 dm, 6 cm dan tebal 5 cm dengan upah Rp 5000,- per meter persegi. Berapa upah yang akan diterima oleh tukang bangunan tersebut",3,1,60
11,299,PPU,"(1) Saat ini, pelaku UMKM harus melek masalah HAKI (hak atas kekayaan intelektual) dan merek.
(2) Bagaimanapun, merek menjadi hal yang sangat penting bagi pelaku UMKM agar produk yang dijualnya memiliki nilai jual yang tinggi.
(3) Sebagai contoh, sebuah produk tanpa merek dibandrol dengan harga Rp5.000,00.
(4) Namun, ketika sudah memiliki merek, harga produk tersebut bisa mencapai Rp40.000,00.
(5) Contoh itu menunjukkan bahwa merek berperan penting dalam meningkatkan nilai jual.
(6) Merek berfungsi sebagai pembeda di antara pesaing yang menjual produk serupa.
(7) Hal itulah yang menjadikan perlunya pelaku UMKM untuk mendaftarkan merek produknya.
(8) Dengan mendaftarkan merek produknya, ada jaminan kepada konsumen untuk membedakan satu produk dengan produk lainnya.
(9) Selain itu, perusahaan juga dapat membedakan produk-produk yang mereka miliki serta menjadikannya sebagai alat pemasaran dan dasar untuk membangun reputasi.

Simpulan yang tepat berdasarkan informasi pada teks tersebut adalah ...",3,3,25
11,111,PU,"Jika sudah siap panen, jeruk akan terasa empuk jika ditekan, kulitnya berwarna kuning langsat, dan apabila tergores, keluar aroma wangi. Inilah yang membuat nilai jual jeruk semakin tinggi.

Apabila buah jeruk terasa keras saat ditekan, berwarna hijau, dan tidak mengeluarkan aroma, manakah kesimpulan yang BENAR",0,0,105
11,375,PPU,"SMA Negeri 2 Jakarta didirikan pada tanggal 24 Februari 1959 dengan proses pengambilalihan sekolah asing melalui program nasionalisasi pemerintah. Sekolah asing yang dinasionalisasi tersebut bernama Kwo Min Tang yang letaknya ada di Jalan Gajah Mada No. 174-175. Berdasarkan keputusan Peperda No. 232, Kwo Min Tang diubah menjadi SMA PPS (Panitia Pengawasan Sekolah). SMA PPS di awasi dan di bina oleh pemerintah dari perwakilan Depdikbud Jakarta Raya.

Pada tanggal 18 Januari 1960, SMA PPS menjadi SMA Nasional Bapergi, tetapi tidak lama kemudian ditutup dan gedungnya dipakai untuk gedung pendidikan nasional. Gedung yang ada di jalan Gajah Mada No 174 diambil alih tanggal 11 juli 1966 yang akhirnya dijadikan apartemen Mediterania. Lalu, berdasarkan SJP No.004/JV/S/PERW/GG/66, gedung yang ada di jalan Gajah Mada No.175 yang akhirnya menjadi gedung sekolah SMA Negeri 2 Jakarta. SMA Negeri 2 Jakarta dipimpin oleh G. S. Panjaitan sebagai kepala sekolah pertama dan T. Simbolon yang merangkap menjadi wakil kepala sekolah, sekretaris, sekaligus pengajar.

Jika melihat bentuk fisik, fasilitas di SMA Negeri 2 Jakarta tergolong memadai dan mendukung pembelajaran, mulai dari kelas, Laboratorium Bahasa, Laboratorium Biologi, Laboratorium Fisika, Laboratorium Kimia, aula, kantin, masjid, koperasi, ruang Audio Visual, UKS, ruang PIK, toilet, ruang Medikom, lapangan upacara, lapangan kecil, ruang OSIS, perpustakaan, sport center, ruang komputer (TIK), Smart Desk Room, lapangan parkir, gazebo, studio, ruang Inspirasi, hingga ruang ESO.

Gagasan utama dalam paragraf 1 terdapat pada kalimat ....",2,0,106
11,363,PPU,"Raden Mas Rangsang (selanjutnya disebut Sultan Agung) merupakan putra Sunan Adi Prabu Hanyakrawati yang lahir dari Dyah Banowati. Terdapat pendapat lain dari minoritas masyarakat bahwa Sultan Agung adalah putra Pangeran Puger (kakak Sunan Adi Prabu Hanyakrawati). Konon waktu itu, Pangeran Puger menukar bayi yang dilahirkan istrinya dengan bayi yang dilahirkan Dyah Banowati (istri Sunan Adi Prabu Hanyakrawati). Namun, pendapat ini perlu dibuktikan kebenarannya.

Sultan Agung memiliki dua permaisuri, yakni Ratu Kulon yang merupakan putri dari Sultan Cirebon, dan Ratu Wetan yang merupakan putri dari Tumenggung Upasanta dari Kadipaten Batang. Dari Ratu Kulon, Sultan Agung memiliki putra bernama Raden Mas Sahwawrat atau Pangeran Alit. Sementara dari Ratu Wetan, Sultan Agung memiliki putra bernama Raden Mas Sayidin. Sementara menjadi raja, Sultan Agung melakukan ekspansi wilayah kekuasaan. Bersama pasukannya, Sultan Agung menaklukkan Wirasaba (Mojoagung, Jombang) pada tahun 1615, Lasem dan Pasuruhan (1616), Pajang (1617), Madura (1624), Surabaya (1624), dan Blambangan (1640). 

Pernyataan berikut yang benar dan sesuai dengan teks, kecuali ....

Sesudah berhasil menaklukkan Surabaya, Sultan Agung berhasrat menaklukkan Banten. Agar usahanya tersebut mendapat hasil, Sultan Agung harus menaklukkan VOC yang menjadi penghalangnya. Namun, usaha Sultan Agung yang direalisasikan pada tahun 1628 dan 1629 tersebut tidak membawa hasil. Bahkan, pasukan Mataram yang menyerang Batavia berhasil diporakporandakan oleh VOC.",2,1,18
11,107,PU,"Lani membagikan piring untuk membagi kue ulang tahunnya kepada lima orang temannya, yaitu Dinda , Rani, Siska, Ammar, dan Ariq. Lani memiliki lima warna piring, yaitu merah, biru, ungu, putih, dan hijau. Dinda menyukai warna merah muda dan hijau. Siska menyukai semua warna, kecuali warna yang disukai Dinda. Ammar menyukai warna biru, sedangkan Ariq menyukai warna ungu dan hijau. Lani ingin semua temannya mendapatkan piring dengan warna yang mereka suka.

Jika Rani hanya menyukai warna hijau, piring berwarna ungu akan diberikan kepada",0,3,97
12,75,PU,"Untuk menyalurkan bakat dan minat siswa SMA Bina Bersaudara Medan, kepada siswa dibagikan formulir identitas guna mengetahui kegemaran tiap siswa. Hal itu dilakukan agar sekolah dapat membina bakat dan minat siswa secara benar. Pembinaan tersebut dimasukkan sebagai kegiatan ekstrakurikuler. Ekstrakurikuler merupakan kegiatan-kegiatan yang dilakukan di luar kurikulum inti.

Dari formulir yang dibagikan itu dapat dikenali berbagai bakat dan minat siswa. Meskipun tidak semua bakat dan minat siswa itu terpenuhi di sekolah, pihak sekolah mengetahui kegemaran siswa. Dengan cara itu, sekolah dapat mencarikan wadah untuk menyalurkan bakat dan minat siswa. Berdasarkan isian tersebut, diketahui ada lima jenis kegemaran utama siswa SMA Bina Bersaudara Medan, yakni bola basket, seni tari, melukis, menyanyi, dan seni peran.

Paragraf manakah yang paling tepat melengkapi teks di atas",1,3,111
12,238,PBM,"(1) Surya Satelit-1 (SS-1), satelit buatan Indonesia, berhasil meluncur menuju International Space Station (ISS). (2) Satelit ini diantar ke ISS dengan menggunakan roket SpaceX, Falcon 9 CRS-26, perusahaan penerbangan luar angkasa besutan Elon Musk. (3) SS-1 mulai mengudara pada 26 November 2022 pukul 14.20 waktu setempat dari NASA Kennedy Space Center, Florida, Amerika Serikat, atau 27 November 2022 pukul 02.20 WIB. (4) Sebagai informasi, satelit SS-1, dikembangkan oleh Universitas Surya yang difasilitasi dan disupervisi oleh Pusat Riset Teknologi Satelit dari BRIN. (5) Projek peluncuran roket pun mendapat dukungan dari Kementerian Komunikasi dan Informatika (Kemenkominfo) serta beberapa pihak lainnya. (6) .... (7) Satelit ini bisa digunakan sebagai sarana komunikasi bagi seluruh laboratorium universitas, perusahaan, hingga radio yang tersebar di seluruh wilayah Indonesia. (8) Tak hanya itu, satelit ini juga bisa menjadi sarana komunikasi Automatic Packet Reporting System (APRS) dalam situasi darurat, yaitu komunikasi yang berbentuk teks singkat. (9) Padahal, dengan APRS, satelit dapat dimanfaatkan sebagai alat mitigasi bencana, pelacakan posisi mobil dan pejalan kaki, pemantauan jarak jauh, komunikasi darurat, serta jaringan internet di hutan.

Pada teks tersebut, penulisan kata serapan yang SALAH terdapat pada",0,2,91
