ID_USER,ID_QUESTION,Question_Category,Question_Description,USER_ANSWER,CORRECT_ANSWER,Duration
10,101,PU,"Jika p = q + 2, q = r – 1 dan r = 5, maka yang benar adalah",2,2,75
10,567,PK,"Bilangan a bersisa 2 jika dibagi 7 dan bersisa 3 jika dibagi 4. Di antara bilangan berikut yang mungkin merupakan nilai untuk a adalah ...
(1) 23
(2) 51
(3) 79
(4) 87",3,0,77
10,170,PBM,"Dalam pertandingan bulu tangkis Daniel selalu kalah melawan Wisnu, tetapi dalam cabang olahraga yang lainnya ia selalu menang bila bertanding melawan Wisnu. Putra selalu menang dalam pertandingan tenis meja melawan Wisnu, tetapi dalam cabang bulu tangkis ia akan kalah bila bertanding melawan Daniel. Reza adalah pemain bulu tangkis terbaik, tetapi dalam cabang tenis meja dia tidak sebaik Wisnu. Dalam cabang tenis meja, Aldian lebih baik daripada Daniel, sedangkan dalam cabang bulu tangkis ia menempati urutan tepat di bawah Reza.

Untuk cabang olahraga bulu tangkis, ranking pemain terbaik manakah yang paling tepat dari urutan di bawah ini",3,2,27
10,253,PBM,"(1) Apakah radiasi ponsel mempengaruhi kesehatan masih menjadi perdebatan panjang. (2) Pada tahun 2011, WHO mengumumkan bahwa hal tersebut mungkin saja memberikan efek karsinogenik yang memungkinkan terjadinya kanker, tetapi tidak dengan kepastian. (3) Hasil studi mengatakan bahwa sinyal ponsel tidak cukup kuat untuk mengubah struktur atom pada tubuh, sehingga tidak memiliki risiko serius. (4) Studi lain mengatakan kalau membawa ponsel ketika tidur akan mengganggu pola tidur. (5) Dewasa ini sebagian besar orang tidur bersebelahan dengan ponsel. (6) Survei terakhir di Amerika menunjukkan bahwa 71% pemilik ponsel membawanya tidur, sedangkan 3% masih menggenggamnya.

Apa gagasan utama dari paragraf diatas",0,3,108
11,214,PBM,"Sekawanan gajah liar merangsek ke permukiman warga di Desa Leupu, Kecamatan Geumpang, Kabupaten Pidie, Provinsi Aceh pada Minggu, 4 November 2018. Kejadian ini bukanlah yang pertama kalinya terjadi. Akibat peristiwa tersebut, warga di desa itu lari kocar-kacir untuk menyelamatkan diri. Bahkan, seorang anak pingsan karena terkejut saat melihat sekawanan hewan yang berbobot ribuan kilogram itu. Bocah perempuan itu pun dilarikan ke Pusat Pelayanan Kesehatan Masyarakat untuk ditangani.

Memang kawasan Geumpang merupakan bagian dari home range atau lintasan gajah liar. Home range suatu kelompok gajah sajabisa mencapai 18 ribu hektare. Sudah sejak dulu kawasan itu home range kelompok gajah. Akan tetapi, hal itu dulu tak pernah menjadi masalah karena kawasan tersebut merupakan habitat alami gajah, bukan permukiman warga ataupun perkebunan seperti sekarang.

Komentar yang tepat setelah kita menyimpulkan teks tersebut adalah",1,2,38
11,356,PPU,"Infused water adalah air putih yang ke dalamnya ditambahkan buah‐buahan segar dan teh hijau dengan cara perendaman dan pendiaman secara bersama‐sama dalam waktu tertentu. Unsur-unsur dalam bahan akan terekstrak atau keluar, sehingga memberi rasa dan aroma yang berbeda pada air. Bahan‐bahan yang digunakan dalam pembuatan infused water seperti buah‐buahan segar (jeruk, lemon, blueberry, blackberry, rassberry, mentimun, anggur, kiwi, nanas, delima dan stroberi), daun mint, dan teh hijau. Infused water berbeda dengan jus, karena tidak menggunakan bahan tambahan gula atau zat aditif lain sehingga infused water lebih alami untuk dikonsumsi. Infused water menjadi referensi bagi mereka yang kurang suka mengonsumsi air putih karena air menjadi berasa dan beraroma khas. Buah‐buahan yang digunakan dalam pembuatan infused water mengandung vitamin C yang baik untuk menjaga daya tahan tubuh dan mempunyai aktivitas antioksidan yang mampu menangkal radikal bebas dalam tubuh.

Variasi jenis buah berpengaruh terhadap kualitas infused water yaitu karakteristik kimia (aktivitas antioksidan, kadar vitamin C, kadar gula total, derajat keasaman (pH), total fenol, dan sensoris (rasa asama, rasa pahit, aroma), karena kandungan dalam buah berbeda‐beda dan unsur-unsur dalam bahan akan terekstrak terutama senyawa yang larut dalam air selama perendaman dan pendiaman berlangsung.

Oleh karena itu, perlu dilakukan penelitian dengan faktor jenis jeruk (jeruk nipis, jeruk lemon, dan jeruk baby) dengan buah tambahan (stroberi, anggur hitam, dan kiwi). Analisis yang dilakukan meliputi aktivitas antioksidan, kadar vitamin C, kadar gula total, derajat keasaman (pH), total fenol dan uji organoleptik.

Tujuan penulisan teks di atas adalah ....",2,3,80
11,184,PBM,"(1) Para dokter di China yang lebih lama mempelajari virus corona atau Covid-19, kini kembali mengungkapkan efek jangka panjang pada tubuh pasien yang telah sembuh. (2) Efek tersebut sangat mengkhawatirkan. (3) Komisi Kesehatan Nasional China sebelumnya mencatat bahwa beberapa pasien Covid-19 yang sembuh bisa mengalami [....] pada jantung, paru-paru, kehilangan fungsi otot, dan gangguan psikologis.(4) Sementara itu, sebagian lainnya hanya mengalami gejala dan efek yang ringan dari penyakit tersebut, yang akan hilang dalam waktu yang singkat. (5) Selain itu, mereka juga mengumumkan kerusakan pada organ berupa aritmia jantung atau angina pektoris pun termasuk dalam efek jangka panjang Covid-19. (6) Tidak hanya itu, virus ini juga menyebabkan depresi, insomnia, gangguan makan, berbagai masalah mental, nurologis sehingga kehilangan fungsi tungkai.(7) Namun, satu dampak fisik yang belum tercatat adalah gagal ginjal. (8) Berdasarkan sebuah penelitian di Jurnal Kidney International menyebutkan bahwa dari 5.449 pasien corona yang dites sebanyak 30 persen pasien mengalami masalah ginjal yang parah.(9) Menurut peneliti utama Kenar Jhaveri kepala asosiasi nefrologi di Northwell, lebih dari 14,3 persen dari pasien tersebut memerlukan dialisis ginjal. (10) Dialisis ginjal merupakan penyaringan limbah atau cairan dalam tubuh dengan mesin yang sering disebut dengan cuci darah.

Penggunaan konjungsi yang tidak tepat adalah",0,2,12
11,53,PU,"Pengenaan sanksi perpajakan diberlakukan untuk menciptakan kepatuhan wajib pajak dalam melaksanakan kewajiban perpajakan. Pemberian sanksi yang memberatkan wajib pajak bertujuan memberikan efek jera sehingga tercipta kepatuhan pajak. Namun, pengetahuan wajib pajak akan sanksi pajak masih sangat minim sehingga pemerintah perlu berperan aktif untuk menyosialisasikan dengan baik mengenai peraturan dan sanksi dalam perpajakan serta mempertegas sanksi-sanksi dalam perpajakan. Apabila pemerintah memberikan pemahaman mengenai peraturan dalam perpajakan dan dapat menerapkan sanksi yang lebih tegas bagi wajib pajak yang tidak mematuhi peraturan, wajib pajak akan lebih taat membayar pajak sehingga penerimaan pajak dapat lebih maksimal setiap tahunnya.

Berdasarkan paragraf tersebut, jika wajib pajak tidak taat membayar pajak, simpulan yang BENAR adalah",2,3,73
11,307,PPU,"(1) Ilmuwan yang bekerja di wilayah Antartika telah menemukan sejenis rumput laut baru.
(2) Rumput laut itu hidup di perairan dalam, yakni di kedalaman sekitar 100 meter di bawah permukaan Antartika.
(3) Dikutip dari Independent, rumput laut tersebut ditemukan oleh tim yang bekerja di Stasiun Penelitian Rothera di Pulau Adelaide, lepas Semenanjung Antarktika barat daya.
(4) Penemuan rumput laut yang diberi nama Palmaria decipiens ini pun, menurut peneliti, penting untuk memajukan pengetahuan mengenai Antartika.
(5) Menurutnya, rumput laut ini memiliki potensi untuk memainkan peran besar dalam melindungi lingkungan dengan menyimpan karbon di dasar lautan saat mereka mati dan mengurangi pengasaman laut.
(6) Rumput laut tersebut juga bisa menjadi sumber makanan penting bagi banyak hewan dan ikan, termasuk orang-orang yang tinggal di pesisir selama berabad-abad.

Kalimat berikut yang memiliki pola dasar sama dengan pola dasar kalimat (2) adalah ...",3,2,22
11,38,PU,"“Spider-Man: No Way Home” meraup 50 juta dolar AS (sekitar 719 miliar rupiah) di bioskop AS dan Kanada selama pekan penayangan perdananya. Hasil penjualan ini memecahkan rekor selama era pandemi. Analis box office memperkirakan total penerimaan domestik ‘No Way Home’ hingga akhir pekan mencapai 240 juta dolar AS. Ini sama saja menempatkan film ini di posisi lima besar film debut sepanjang masa.

“Film Spider-Man: No Way Home” menekankan pada dilema Parker setelah difitnah dan identitasnya dibongkar oleh Mysterio yang diperankan oleh Jake Gyllenhaal. Kritikus film menyambut hangat kisah Parker dan kawan-kawan. Terbukti pada Jumat kemarin, 95 persen dari 220 ulasan di Rotten Tomatoes menilai positif “Spider-Man No Way Home”.

Pernyataan berikut yang TIDAK SESUAI dengan teks di atas adalah",2,2,85
11,155,PBM,"(1) Para anggota Quora asal Indonesia pun berlomba-lomba menjawab pertanyaan tersebut. (2) Salah satu pengguna Quora yang bernama Dio Wijayanto Nugroho menuturkan bahwa kata wkwk lahir di komunitas game online. (3) Penggunaan kata haha dianggap sangat formal di dunia game. (4) Pemain lebih memilih untuk menggunakan kata huehue dan huahua untuk ekspresi tertawa. (5) Nah, sama seperti gua menjadi gw, huruf U yang ada di huehue dan huahua diubah menjadi W sehingga pemain memilih menggunakan kata hwhwhw. (6) Kemudian, kata itu berubah lagi menjadi wkwk dengan alasan lebih mudah diketik dibandingkan haha. (7) Pemain game online bisa mengetikkan huruf W tanpa menggerakkan tangan kiri, sedangkan huruf K bisa diketik tanpa menggerakkan tangan kanan.

Gagasan utama kalimat (2) adalah",2,0,11
11,117,PU,"Pada ujian TOEFL, terdapat 45% dari peserta ujian yang dinyatakan lulus. Jika 1/5 dari peserta ujian yang lulus sebanyak 45 orang, maka banyak peserta ujian yang dinyatakan tidak lulus adalah ….. orang",1,3,95
11,92,PU,"(1) Dengan peningkatan produksi dan perbaikan distribusi, maka pertumbuhan ekonomi yang tinggi dapat tercapai tanpa mengorbankan stabilitas harga. (2) Dengan meningkatnya kapasitas perekonomian tersebut menyebabkan tekanan terhadap inflasi akan bekurang sehingga inflasi terus menurun. (3) Inflasi yang rendah dan adanya rencana kenaikan upah berakibat pada daya beli riil masyarakat yang meningkat sehingga konsumsi swasta diperkirakan akan tetap tumbuh dari tahun ke tahun. (4) Pertumbuhan konsumsi swasta tiga tahun terakhir dapat dilihat pada tabel berikut. (5) Sementara itu, dengan daya saing yang meningkat akan berdampak pada tetap tingginya kinerja ekspor. (6) Berbagai pembenahan struktural dilaksanakan pemerintah, seperti perbaikan infrastruktur, perizinan, bea cukai, dan perpajakan diperkirakan memberikan dukungan yang cukup signifikan dalam meningkatkan daya saing produk ekspor Indonesia.

(7) Meski prediksi melambatnya pertumbuhan ekonomi dunia akan berdampak kontradiktif kepada kinerja ekspor Indonesia, harga komoditas yang tetap tinggi dan negara tujuan ekspor yang lebih terdiverivikasi diperkirakan masih akan menghasilkan dampak positif bagi produk ekspor Indonesia. (8) Impor diprediksi juga tumbuh tinggi(14,5%-15,5%) sebagai akibat kuatnya permintaan domestik. (9) Kondisi diatas menyebabkan neraca transaksi akan tetappberada dalam kondisi surolus namun dengan nilai surplus yang terus mengecil. (10) Meskipun surplus neraca transaksi berjalan semakin kecil, namun tingginya aliran masuk FDI diprediksi akan mampu membawa neraca pembayaran dalam kondisi mantap sehingga nilai tukar akan cenderung stabil. (11) pada akhirnya sinergi antara stabilitas ekonomi makro dan perbaikan sisi penawaran diprediksi akan berkontribusi pada peningkatan kesejahteraan masyarakat. (12) Pertumbuhan ekonomi yang diperkirakan tinggi akan mampu menyerap tambahan tenaga kerja sehingga mengurangi pengangguran yang ada. (13) Meningkatnya penyerapan tenaga kerja dibarengi dengan inflasi yang terus menerus berdampak pada pengangguran tingkat kemiskinan.

Penulis teks tersebut bertujuan agar pembaca",1,3,36
11,361,PPU,"Minggu-minggu pertama setelah proklamasi adalah minggu-minggu yang “melarutkan” ideologi-ideologi yang menjurangi persatuan. Berpuluh-puluh tahun cita-cita kemerdekaan Indonesia merupakan mimpi yang indah dari jauh. Sekarang ia datang dengan segala keterbatasannya. Kemerdekaan adalah sebuah mimpi yang menjadi kenyataan tetapi juga merupakan sebuah gedung besar yang kosong. Adalah tugas pendukung-pendukungnya untuk mengisi kemerdekaan. 

Pemuda-pemuda komunis yang ada waktu itu tidak berpikir dan bertindak sebagai seorang kader komunis. Sebagai kader komunis mereka harus segera membangunkan organisasi-organisasi komunis dan kemudian mengarahkan semangat rakyat yang sedang mendidih. Grup menteng 31 (di mana terdapat “pemuda-pemuda komunis”) bersama-sama dengan grup pemuda-pemuda lain membangun Angkatan Pemuda Indonesia (API) yang diketuai oleh Wikana (dari grup Kaigun-komunis), Chairul Saleh (Menteng 31 – Wakil ketua merangkap sekretaris), Darwis (Prapatan 10 sebagai bendahara).

Di antara pimpinan lainnya terdapat D. N. Aidit (komunis), Pardjono, A. M. Hanafi, Kusnandar, Djohan Nur, dan Chalid Rasjidi. Grup Menteng 31 kemudian mendirikan Barisan Buruh Indonesia pada tanggal 15 September dan juga mendirikan Barisan Rakyat (untuk tani). Baik Aidit maupun Lukman dalam gerakan-gerakan pemuda/buruh di Jakarta yang waktu itu aktif memimpin pengisian kemerdekaan Indonesia bersama-sama dengan pemuda lain.

Pernyataan berikut yang sesuai dengan isi teks, yaitu ....",3,1,35
12,84,PU,"(1) Sebuah studi menunjukkan bahwa anak yang dibiasakan mendengarkan cerita sejak dini dan dikenalkan dengan kebiasaan membaca memiliki perkembangan jaringan otak yang lebih awal. (2) Sebaliknya, anak yang tidak dikenalkan dengan kebiasaan membaca memiliki perkembangan yang kurang pada jaringan tersebut. (3) Anak-anak balita dengan orang tua yang rutin membacakan buku untuk mereka mengalami perbedaan perilaku dan prestasi akademik dengan anak-anak dengan orang tua yang cenderung pasif dalam membacakan buku.

(4) Menurut sebuah studi baru yang diterbitkan dalam jurnal Pediatrics menemukan perbedaan yang juga terjadi pada aktivitas otak anak. (5) Peneliti mengamati perubahan aktivitas otak anak-anak usia 3 sampai dengan 5 tahun yang mendengarkan orang tua mereka membacakan buku melalui scanner otak yang disebut functional magnetic resonance imaging (FMRI). (6) Orang tua menjawab pertanyaan tentang berapa banyak mereka membacakan cerita untuk anak-anak serta seberapa sering melakukan komunikasi. (7) Para peneliti melihat bahwa ketika anak-anak sedang mendengarkan orangtua bercerita, sejumlah daerah di bagian kiri otak menjadi lebih aktif. (8) Ini adalah daerah yang terlibat dalam memahami arti kata, konsep, dan memori. (9) Wilayah otak ini juga menjadi aktif ketika anak-anak bercerita atau membaca. (10) Pada studi ini menunjukkan bahwa perkembangan daerah ini dimulai pada usia yang sangat muda. (11) Yang lebih menarik adalah bagaimana aktivitas otak di wilayah inilebih sibuk pada anak-anak yang orang tuanya gemar membaca. (12) Membacakan buku untuk anak membantu pertumbuhan neuron didaerah ini yang akan menguntungkan anak di masa depan dalam hal kebiasaan membaca.

Apa gagasan utama yang tepat untuk paragraf selanjutnya dari teks tersebut",2,1,78
12,582,PK,"Jika p > 3 dan q > 4, maka nilai p × q adalah",3,2,111
12,475,PK,"Bilangan berikut membentuk deret x, 7, 9, 6, 10, 5, 11, y maka nilai x dan y adalah",3,0,44
12,143,PU,"Sekar, Robi, Sinta, Qisma, dan Lala mengikuti sebuah perlombaan. Diketahui Lala memiliki skor 80. Skor Sinta lebih tinggi dua poin dari skor Robi dan lebih rendah satu poin dari skor Sekar. 

Jika skor Qisma lebih tinggi empat poin dari skor Lala dan lebih tinggi satu poin dari skor Robi, skor tertinggi diraih oleh",1,0,32
12,408,PPU,"Kisah para bandit dalam revolusi Indonesia ini seperti lembaran hitam dan tenggelam dalam keseluruhan cerita heroik tentang masa itu di beberapa daerah di Indonesia. Istilah bandit memiliki banyak sebutan untuk menyebutkan nama bagi mereka yang melakukan tindakan kriminal. Di masa revolusi, seperti ditunjukkan oleh Julianto, memang tidak semua pejuang adalah bandit atau tidak semua bandit adalah pejuang. Ada pejuang yang sungguh-sungguh berjuang atau bandit yang memang membandit selama masa revolusi ini. 

Adapun yang menjadi latar belakang para bandit-bandit revolusi ini melakukan penggrayakan, penggedoran, penggarongan, dan penculikan adalah karena alasan politik, di samping juga ekonomi. Alasan politik dari aksi pemberontakan para bandit itu adalah penolakan terhadap kebijakan rasionalisasi pemerintahan Hatta dan kekecewaan mereka terhadap pembersihan orang-orang komunis setelah peristiwa Madiun 1948. Hal ini muncul karena adanya kebencian Hatta terhadap kaum komunis. Kebijakan yang memangkas sejumlah tentara memang telah menimbulkan kegoncangan di kalangan pejuang dan para laskar.

Sasaran dari kebijakan ini terutama adalah badan-badan perjuangan atau laskar-laskar yang tidak berdisiplin, pantang menyerah, dan tunduk begitu saja pada kebijakan ini. Para anggota badan perjuangan dan laskar-laskar inilah yang menjadi inti dari berbagai kelompok atau gerombolan benggol yang berada di sekiat Surakarta dan melakukan aksi-aksi penggedoran, penjarahan, dan pengeroyokan. Rasionalisasi telah memulangkan tentara ke masyarakat sebanyak 100.000 orang dari jumlah 463.000 tentara dan memberhentikan 80.000 tentara yang dianggap tidak profesional.

Kalimat berikut yang termasuk fakta adalah ",2,3,29
12,110,PU,"Negara A adalah negara kepulauan dengan biaya logistik tinggi. Ahli logistik menjelaskan hal ini dikarenakan tidak meratanya infrastruktur di negara tersebut sehingga tidak semua wilayah bisa dijangkau dengan mudah. 

Manakah pernyataan-pernyataan berikut yang MEMPERLEMAH dan TIDAK MEMPERLEMAH pendapat ahli logistik di atas?  I. Pemerintah membangun banyak infrastruktur baru untuk memastikan pemerataan pembangunan.
II. Pemerintah menerapkan kebijakan insentif pajak untuk industri logistik untuk mengurangi beban biaya. 
III. Masyarakat memilih memakai jasa logistik saat berada pada pulau yang sama. 
IV. Perusahaan logistik memastikan seluruh wilayah mampu dijangkau dengan mudah. 
V. Konsumen memilih perusahaan logistik yang memberikan layanan jangkauan pengiriman yang luas.",0,3,95
12,529,PK,"10, 543, 3125, 20, 432, 256, 30, 321, ...

Nilai yang tepat untuk melanjutkan pola di atas adalah",0,0,21
12,419,PPU,"(1)Dalam hal privasi data, aplikasi di ponsel cenderung tidak aman. (2)Oleh karena itu, penting mengamankan data pribadi, terutama jika menyangkut aplikasi yang digunakan. (3)Banyak cara untuk menemukan atau menghapus data yang dapat kita pelajari.

(4)Selain itu, kita juga bisa mempelajari cara melindungi privasi data dan meningkatkan keamanan ponsel. (5) Salah satu di antaranya adalah menggunakan pengelola kata sandi.

(6)Kata sandi yang terkuat adalah karakter acak. (7)Karakter acak ini terdiri atas serangkaian huruf, angka, dan simbol tanpa urutan tertentu yang cenderung tidak ditemukan dalam kamus, pemecahannya oleh komputer sulit, dan hacker sulit meretas.

(8)Kelemahan karakter acak adalah kata sandi yang rumit dan cenderung sulit diingat. (9)Di sinilah aplikasi pengelola kata sandi berguna.

(10) Pengelola kata sandi menyimpan semua kata sandi dalam satu aplikasi terenkripsi dan dilindungi oleh kata sandi. (11)Aplikasi pengelola sandi menghasilkan dan mengingat kata sandi dengan kuat. (12) Dengan pengelola kata sandi, setiap akun dapat memiliki kata sandi yang berbeda, rumit, dan sulit diretas.

Fakta dalam bacaan tersebut terdapat pada ....",0,2,56
12,196,PBM,"(1) Utang negara seringkali menjadi permasalahan pelik dalam lingkup nasional. (2) Hal ini disebabkan karena telah tertanamnya suatu doktrin general dalam benak mayoritas masyarakat Indonesia yang memberikan pandangan buruk terhadap utang, khususnya utang negara. (3) Namun, ternyata utang merupakan salah satu bagian penting dalam tahap menetapkan kebijakan fiskal (APBN) dimana utang juga merupakan suatu bagian dari sistem besar yang disebut pengelolaan ekonomi.

( 4 ) Dalam usaha untuk menciptakan kemakmuran rakyat, pengelolaan memiliki tujuan utama sebagai penggerak kegiatan ekonomi yang berfokus pada peningkatan pertumbuhan ekonomi. (5) [....] kesempatan kerja merupakan salah satu hal yang ada dalam proses pengelolaan ekonomi negara. (6) Indonesia termasuk negara yang mendapat bonus demografi, yang berarti Indonesia memiliki sejumlah sumber daya manusia yang masuk dalam kategori angkatan kerja. (7) Dengan banyaknya masyarakat Indonesia yang berada di fase produktif, penciptaan lapangan kerja haruslah dilakukan agar pertumbuhan ekonomi Indonesia semakin maju.

(8) Pengelolaan ekonomi dengan jalan utang negara juga bertujuan untuk mengurangi kemiskinan yang marak terjadi di Indonesia. (9) Dalam sejarahnya, Indonesia termasuk dalam kategori negara yang masih berkembang. (10) Pendidikan yang rendah, mutu kesehatan yang buruk, dan ketidakmampuan memenuhi kebutuhan sehari-hari menjadi faktor yang memperpanjang sirkulasi kemiskinan di Indonesia. (11) Dengan penggunaan utang negara sebagai sarana pengelolaan ekonomi, diharapkan penekanan pada kemiskinan dapat dilakukan.

Dalam teks tersebut terdapat kalimat yang tidak efektif, yaitu ",0,0,50
12,118,PU,"2,2,5,3,4,7,5,7,10,8,11,14,12,p,q,r 

Nilai p, q, r berturut-turut adalah",1,2,113
12,146,PU,"Kendaraan membutuhkan bahan bakar.
Motor adalah salah satu kendaraan.",3,0,53
12,301,PPU,"(1) Para peneliti dari Universitas Birmingham, Inggris, menyatakan bahwa kemampuan fisik seseorang dalam berolahraga ditentukan oleh jam biologis tubuh.
(2) Beberapa aspek kemampuan olahraga dianggap mencapai puncak pada sore hari.
(3) Akan tetapi, studi yang diterbitkan jurnal Current Biology menunjukkan bahwa kebiasaan tidur memiliki dampak kuat terhadap performa atlet.
(4) Dalam studi ini meminta 20 pemain hoki perempuan untuk berlari 20 meter di enam periode waktu berbeda antara 07:00 hingga 22:00.
(5) Hasilnya menunjukkan bahwa puncak performa setiap orang berbeda-beda yang bergantung pada waktu tidur mereka.
(6) Atlet yang bangun pagi mendapatkan puncak performa pada saat jam makan siang, sedangkan atlet yang tidur larut (bangun siang) mencapai puncak performa pada saat petang.

Frasa yang memiliki pola makna yang sama dengan frasa kemampuan fisik pada teks tersebut adalah ....",1,2,90
12,255,PBM,"(1) Sebuah studi menunjukkan bahwa anak yang dibiasakan mendengarkan cerita sejak dini dan dikenalkan dengan kebiasaan membaca memiliki perkembangan jaringan otak yang lebih awal. (2) Sebaliknya, anak yang tidak dikenalkan dengan kebiasaan membaca memiliki perkembangan yang kurang pada jaringan tersebut. (3) Anak-anak balita dengan orang tua yang rutin membacakan buku untuk mereka mengalami perbedaan perilaku dan prestasi akademik dengan anak-anak dengan orang tua yang cenderung pasif dalam membacakan buku.

(4) Menurut sebuah studi baru yang diterbitkan dalam jurnal Pediatrics menemukan perbedaan yang juga terjadi pada aktivitas otak anak. (5) Peneliti mengamati perubahan aktivitas otak anak-anak usia 3 sampai 5 tahun yang mendengarkan orang tua mereka membacakan buku melalui scanner otak yang disebut functional magnetic resonance imaging (FMRI). (6) Orang tua menjawab pertanyaan tentang berapa banyak mereka membacakan cerita untuk anak-anak serta seberapa sering melakukan komunikasi. (7) Para peneliti melihat bahwa ketika anak-anak sedang mendengarkan orang tua bercerita, sejumlah daerah di bagian kiri otak menjadi aktif. (8) Ini adalah daerah yang terlibat dalam memahami arti kata, konsep, dan memori. (9) Wilayah otak ini juga menjadi aktif ketika anak-anak bercerita atau membaca. (10) Pada studi ini menunjukkan bahwa perkembangan daerah ini dimulai pada usia yang sangat muda. (11) Yang lebih menarik adalah bagaimana aktivitas otak di wilayah ini lebih sibuk pada anak-anak yang orang tuanya gemar membaca. (12) Membaca buku untuk anak membantu pertumbuhan neuron di daerah ini yang akan menguntungkan anak di masa depan dalam hal kebiasaan membaca.

Bagaimana hubungan isi antarparagraf dalam teks tersebut",2,1,27
12,419,PPU,"(1)Dalam hal privasi data, aplikasi di ponsel cenderung tidak aman. (2)Oleh karena itu, penting mengamankan data pribadi, terutama jika menyangkut aplikasi yang digunakan. (3)Banyak cara untuk menemukan atau menghapus data yang dapat kita pelajari.

(4)Selain itu, kita juga bisa mempelajari cara melindungi privasi data dan meningkatkan keamanan ponsel. (5) Salah satu di antaranya adalah menggunakan pengelola kata sandi.

(6)Kata sandi yang terkuat adalah karakter acak. (7)Karakter acak ini terdiri atas serangkaian huruf, angka, dan simbol tanpa urutan tertentu yang cenderung tidak ditemukan dalam kamus, pemecahannya oleh komputer sulit, dan hacker sulit meretas.

(8)Kelemahan karakter acak adalah kata sandi yang rumit dan cenderung sulit diingat. (9)Di sinilah aplikasi pengelola kata sandi berguna.

(10) Pengelola kata sandi menyimpan semua kata sandi dalam satu aplikasi terenkripsi dan dilindungi oleh kata sandi. (11)Aplikasi pengelola sandi menghasilkan dan mengingat kata sandi dengan kuat. (12) Dengan pengelola kata sandi, setiap akun dapat memiliki kata sandi yang berbeda, rumit, dan sulit diretas.

Fakta dalam bacaan tersebut terdapat pada ....",1,2,62
12,325,PPU,"Wilayah Indonesia merupakan daerah yang banyak dilanda bencana, antara lain tsunami, gempa bumi, tanah longsor, ancaman gunung meletus, dan yang baru-baru ini terjadi adalah banjir. Di Bandung sendiri, dirasakan ada beberapa kali gempa, walaupun getarannya kecil. Hal ini perlu mendapat perhatian yang serius terutama pengaruhnya terhadap bangunan instalasi penting seperti sistem reaktor nuklir atau lainnya supaya tidak terjadi kegagalan pada saat beroperasi. Kegagalan tak terprediksi suatu instalasi nuklir terutama karena gempa bumi dapat berakibat fatal, karena kemungkinan dapat menyebabkan terlepasnya zat radioaktif ke lingkungan. Oleh karena itu, perlu dilakukan kajian-kajian atau analisis terhadap instalasi penting tersebut baik yang sudah ada maupun yang direncanakan akan dibangun. 

BATAN (Badan Tenaga Nuklir Nasional) adalah salah satu lembaga penting yang mempunyai sebuah reaktor nuklir di Bandung yang bernama reaktor TRIGA 2000. Gempa yang terjadi di Bandung cukup tinggi sehingga dapat menimbulkan kegagalan operasi reaktor ini. Salah satu sistem yang penting di dalam operasi Reaktor TRIGA 2000 adalah sistem pendingin primer. Sistem pendingin primer ini terdiri dari pompa, penukar panas dan sistem perpipaan yang di dalamnya terdapat fluida pendingin untuk memindahkan energi yang berupa panas ke lingkungan. Jika terjadi gempa bumi akan terjadi beban berlebih pada peralatan, karena adanya beban yang berupa gaya, momen dan tegangan, yang berasal dari perpipaan sistem pendingin primer ke nozel peralatan. Beban berlebih tersebut jika melebihi beban yang diizinkan dapat menyebabkan kegagalan nozel peralatan. Jika nozel gagal atau rusak dapat mengakibatkan terlepasnya zat radioaktif ke lingkungan, yang berarti operasi reaktor tidak aman. Oleh karena itu, dalam penelitian ini dilakukan analisis tegangan pipa sistem pendingin primer Reaktor TRIGA 2000 Bandung untuk memprediksi beban yang terjadi pada nozel peralatan jika terjadi gempa di tapak reaktor tersebut.

Reaktor ini dibangun sudah sejak tahun 1965 dan digunakan untuk penelitian, pelatihan, dan pembuatan radioisotop.
Kalimat di atas tepat jika diletakkan pada....",0,2,101
12,319,PPU,"Pendidikan merupakan bagian integral dalam pembangunan. Proses pendidikan tak dapat dipisahkan dari proses pembangunan itu sendiri. Kelangsungan hidup dan kemajuan suatu bangsa, khususnya bagi negara yang sedang membangun ditentukan oleh maju tidaknya pendidikan. Hal ini membuat peran pendidikan dirasakan sangat penting bagi setiap bangsa.

Dalam pendidikan formal, tahapan awal untuk memulai jenjang pendidikan dilakukan melalui penerimaan peserta didik baru. Proses ini diharapkan dapat berjalan secara objektif, akuntabel, transparan, dan tanpa diskriminasi sehingga bisa mendorong peningkatan akses layanan dan pemerataan pendidikan.

Salah satu upaya nyata pemerintah dalam rangka pemerataan pendidikan ini pemerintah mengeluarkan aturan baru dalam penerimaan peserta didik melalui Peraturan Menteri Pendidikan dan Kebudayaan No. 17 tahun 2017 tentang Penerimaan Peserta Didik Baru (PPDB), yang di dalam Permendikbud tersebut, diatur mengenai sistem zonasi yang harus diterapkan sekolah dalam menerima calon peserta didik baru. Berdasarkan Permendikbud No. 17 Tahun 2017, dengan menerapkan sistem zonasi, sekolah yang diselenggarakan oleh pemerintah daerah wajib menerima calon peserta didik yang berdomisili pada radius zona terdekat dari sekolah paling sedikit sebesar 90 persen dari total jumlah peserta didik yang diterima.

Gagasan utama pada paragraf 3 teks di atas adalah....
",0,2,110
12,581,PK,"Jika a × b = 12 dengan a dan b adalah bilangan bulat positif, maka nilai maksimum a + b – 1 adalah",1,3,38
