ID,Question_Category,Questions_Descriptions,Choice_1,Choice_2,Choice_3,Choice_4,Right_Answer
185,PBM,"(1) Para dokter di China yang lebih lama mempelajari virus corona atau Covid-19, kini kembali mengungkapkan efek jangka panjang pada tubuh pasien yang telah sembuh. (2) Efek tersebut sangat mengkhawatirkan. (3) Komisi Kesehatan Nasional China sebelumnya mencatat bahwa beberapa pasien Covid-19 yang sembuh bisa mengalami [....] pada jantung, paru-paru, kehilangan fungsi otot, dan gangguan psikologis.(4) Sementara itu, sebagian lainnya hanya mengalami gejala dan efek yang ringan dari penyakit tersebut, yang akan hilang dalam waktu yang singkat. (5) Selain itu, mereka juga mengumumkan kerusakan pada organ berupa aritmia jantung atau angina pektoris pun termasuk dalam efek jangka panjang Covid-19. (6) Tidak hanya itu, virus ini juga menyebabkan depresi, insomnia, gangguan makan, berbagai masalah mental, nurologis sehingga kehilangan fungsi tungkai.(7) Namun, satu dampak fisik yang belum tercatat adalah gagal ginjal. (8) Berdasarkan sebuah penelitian di Jurnal Kidney International menyebutkan bahwa dari 5.449 pasien corona yang dites sebanyak 30 persen pasien mengalami masalah ginjal yang parah.(9) Menurut peneliti utama Kenar Jhaveri kepala asosiasi nefrologi di Northwell, lebih dari 14,3 persen dari pasien tersebut memerlukan dialisis ginjal. (10) Dialisis ginjal merupakan penyaringan limbah atau cairan dalam tubuh dengan mesin yang sering disebut dengan cuci darah.

Perbaikan yang tepat untuk kalimat 8 agar menjadi kalimat efektif adalah",menghilangkan kata berdasarkan,kelompok kata Jurnal Kidney International seharusnya dicetak miring,menambahkan tanda koma setelah kata international,menambahkan tanda koma sebelum kata bahwa,0
186,PBM,"(1) Menteri Koordinator Bidang Kemaritiman dan Investasi, Luhut Binsar Pandjaitan, mengatakan bahwa pertumbuhan ekonomi global pada 2020 ini akan terkontraksi akibat wabah virus corona (Covid-19). (2) Luhut menyampaikan, ada bermacam-macam prediksi dari berbagai lembaga keuangan dunia terhadap pertumbuhan ekonomi global di tengah pandemi corona. (3) Proyeksi terburuk datang dari Bank Dunia, yang menyatakan perekonomian global bisa minus 3,5 persen hingga 2,1 persen pada tahun ini. (4) Tetapi, angka tersebut diramal akan naik pada 2021 dengan kisaran antara 5,2 – 5,6 persen. (5) Selanjutnya, Asian Development Bank (ADB), menduga perekonomian dunia akan tumbuh 2,5 persen pada 2020, dan akan melesat ke 5 persen setahun berikutnya. (6) Moody’s juga memprediksi ekonomi global akan tumbuh 3 persen tahun ini dan akan naik menjadi 4,3 persen di 2021. (7) Sementara itu, Lembaga Moneter Internasional (IMF) memperkirakan perekonomian dunia bisa terkontraksi hingga 0,5 persen tahun ini, dan melonjak ke angka 8,2 persen pada 2021.

(8) Mengacu pada ramalan tersebut, Luhut mengutarakan bahwa perekonomian nasional juga pasti akan ikut terdampak. (9) Beragam resesi ekonomi akan memengaruhi Indonesia sebagai mitra dagang utama. (10) Menurut perkiraan, perekonomian China pada tahun ini akan terkontraksi ke level 1,2 persen, tapi melesat hingga 9,5 persen. (11) Skenario serupa diprediksi terjadi pada negara mitra dagang utama, yakni India.(12) Ekonomi di Negeri Bollywood diproyeksikan akan bertahan di level 1,9 persen pada 2020 yang kemudian naik menjadi 7,4 persen di tahun berikutnya. (13) Sedangkan pertumbuhan ekonomi kawasan Asia Tenggara diramalkan akan minus 0,6 persen pada tahun ini dan akan mulai membaik ke posisi 7,8 persen pada 2021.

Judul yang tepat untuk teks tersebut adalah",Prediksi Perekonomian Global,Prediksi Perekonomian Indonesia,Dampak Virus Covid-19 terhadap Perekonomian Global,Proyeksi Bank Dunia terhadap Perekonomian Global,0
187,PBM,"(1) Menteri Koordinator Bidang Kemaritiman dan Investasi, Luhut Binsar Pandjaitan, mengatakan bahwa pertumbuhan ekonomi global pada 2020 ini akan terkontraksi akibat wabah virus corona (Covid-19). (2) Luhut menyampaikan, ada bermacam-macam prediksi dari berbagai lembaga keuangan dunia terhadap pertumbuhan ekonomi global di tengah pandemi corona. (3) Proyeksi terburuk datang dari Bank Dunia, yang menyatakan perekonomian global bisa minus 3,5 persen hingga 2,1 persen pada tahun ini. (4) Tetapi, angka tersebut diramal akan naik pada 2021 dengan kisaran antara 5,2 – 5,6 persen. (5) Selanjutnya, Asian Development Bank (ADB), menduga perekonomian dunia akan tumbuh 2,5 persen pada 2020, dan akan melesat ke 5 persen setahun berikutnya. (6) Moody’s juga memprediksi ekonomi global akan tumbuh 3 persen tahun ini dan akan naik menjadi 4,3 persen di 2021. (7) Sementara itu, Lembaga Moneter Internasional (IMF) memperkirakan perekonomian dunia bisa terkontraksi hingga 0,5 persen tahun ini, dan melonjak ke angka 8,2 persen pada 2021.

(8) Mengacu pada ramalan tersebut, Luhut mengutarakan bahwa perekonomian nasional juga pasti akan ikut terdampak. (9) Beragam resesi ekonomi akan memengaruhi Indonesia sebagai mitra dagang utama. (10) Menurut perkiraan, perekonomian China pada tahun ini akan terkontraksi ke level 1,2 persen, tapi melesat hingga 9,5 persen. (11) Skenario serupa diprediksi terjadi pada negara mitra dagang utama, yakni India.(12) Ekonomi di Negeri Bollywood diproyeksikan akan bertahan di level 1,9 persen pada 2020 yang kemudian naik menjadi 7,4 persen di tahun berikutnya. (13) Sedangkan pertumbuhan ekonomi kawasan Asia Tenggara diramalkan akan minus 0,6 persen pada tahun ini dan akan mulai membaik ke posisi 7,8 persen pada 2021.

Paragraf 1 terdiri atas 2 gagasan. Kalimat yang memiliki perbedaan gagasan dengan yang lain adalah",kalimat 7,kalimat 6,kalimat 4,kalimat 1,3
188,PBM,"(1) Menteri Koordinator Bidang Kemaritiman dan Investasi, Luhut Binsar Pandjaitan, mengatakan bahwa pertumbuhan ekonomi global pada 2020 ini akan terkontraksi akibat wabah virus corona (Covid-19). (2) Luhut menyampaikan, ada bermacam-macam prediksi dari berbagai lembaga keuangan dunia terhadap pertumbuhan ekonomi global di tengah pandemi corona. (3) Proyeksi terburuk datang dari Bank Dunia, yang menyatakan perekonomian global bisa minus 3,5 persen hingga 2,1 persen pada tahun ini. (4) Tetapi, angka tersebut diramal akan naik pada 2021 dengan kisaran antara 5,2 – 5,6 persen. (5) Selanjutnya, Asian Development Bank (ADB), menduga perekonomian dunia akan tumbuh 2,5 persen pada 2020, dan akan melesat ke 5 persen setahun berikutnya. (6) Moody’s juga memprediksi ekonomi global akan tumbuh 3 persen tahun ini dan akan naik menjadi 4,3 persen di 2021. (7) Sementara itu, Lembaga Moneter Internasional (IMF) memperkirakan perekonomian dunia bisa terkontraksi hingga 0,5 persen tahun ini, dan melonjak ke angka 8,2 persen pada 2021.

(8) Mengacu pada ramalan tersebut, Luhut mengutarakan bahwa perekonomian nasional juga pasti akan ikut terdampak. (9) Beragam resesi ekonomi akan memengaruhi Indonesia sebagai mitra dagang utama. (10) Menurut perkiraan, perekonomian China pada tahun ini akan terkontraksi ke level 1,2 persen, tapi melesat hingga 9,5 persen. (11) Skenario serupa diprediksi terjadi pada negara mitra dagang utama, yakni India.(12) Ekonomi di Negeri Bollywood diproyeksikan akan bertahan di level 1,9 persen pada 2020 yang kemudian naik menjadi 7,4 persen di tahun berikutnya. (13) Sedangkan pertumbuhan ekonomi kawasan Asia Tenggara diramalkan akan minus 0,6 persen pada tahun ini dan akan mulai membaik ke posisi 7,8 persen pada 2021.

Kalimat yang di dalamnya terdapat kesalahan penggunaan tanda baca adalah",kalimat 1 dan 4,kalimat 2 dan 6,kalimat 3 dan 5,kalimat 7 dan 8,2
189,PBM,"(1) Menteri Koordinator Bidang Kemaritiman dan Investasi, Luhut Binsar Pandjaitan, mengatakan bahwa pertumbuhan ekonomi global pada 2020 ini akan terkontraksi akibat wabah virus corona (Covid-19). (2) Luhut menyampaikan, ada bermacam-macam prediksi dari berbagai lembaga keuangan dunia terhadap pertumbuhan ekonomi global di tengah pandemi corona. (3) Proyeksi terburuk datang dari Bank Dunia, yang menyatakan perekonomian global bisa minus 3,5 persen hingga 2,1 persen pada tahun ini. (4) Tetapi, angka tersebut diramal akan naik pada 2021 dengan kisaran antara 5,2 – 5,6 persen. (5) Selanjutnya, Asian Development Bank (ADB), menduga perekonomian dunia akan tumbuh 2,5 persen pada 2020, dan akan melesat ke 5 persen setahun berikutnya. (6) Moody’s juga memprediksi ekonomi global akan tumbuh 3 persen tahun ini dan akan naik menjadi 4,3 persen di 2021. (7) Sementara itu, Lembaga Moneter Internasional (IMF) memperkirakan perekonomian dunia bisa terkontraksi hingga 0,5 persen tahun ini, dan melonjak ke angka 8,2 persen pada 2021.

(8) Mengacu pada ramalan tersebut, Luhut mengutarakan bahwa perekonomian nasional juga pasti akan ikut terdampak. (9) Beragam resesi ekonomi akan memengaruhi Indonesia sebagai mitra dagang utama. (10) Menurut perkiraan, perekonomian China pada tahun ini akan terkontraksi ke level 1,2 persen, tapi melesat hingga 9,5 persen. (11) Skenario serupa diprediksi terjadi pada negara mitra dagang utama, yakni India.(12) Ekonomi di Negeri Bollywood diproyeksikan akan bertahan di level 1,9 persen pada 2020 yang kemudian naik menjadi 7,4 persen di tahun berikutnya. (13) Sedangkan pertumbuhan ekonomi kawasan Asia Tenggara diramalkan akan minus 0,6 persen pada tahun ini dan akan mulai membaik ke posisi 7,8 persen pada 2021.

Penggunaan konjungsi yang tidak tepat terdapat pada",kalimat 1 dan 5,kalimat 3 dan 7,kalimat 4 dan 13,kalimat 6 dan 8,2
190,PBM,"(1) Menteri Koordinator Bidang Kemaritiman dan Investasi, Luhut Binsar Pandjaitan, mengatakan bahwa pertumbuhan ekonomi global pada 2020 ini akan terkontraksi akibat wabah virus corona (Covid-19). (2) Luhut menyampaikan, ada bermacam-macam prediksi dari berbagai lembaga keuangan dunia terhadap pertumbuhan ekonomi global di tengah pandemi corona. (3) Proyeksi terburuk datang dari Bank Dunia, yang menyatakan perekonomian global bisa minus 3,5 persen hingga 2,1 persen pada tahun ini. (4) Tetapi, angka tersebut diramal akan naik pada 2021 dengan kisaran antara 5,2 – 5,6 persen. (5) Selanjutnya, Asian Development Bank (ADB), menduga perekonomian dunia akan tumbuh 2,5 persen pada 2020, dan akan melesat ke 5 persen setahun berikutnya. (6) Moody’s juga memprediksi ekonomi global akan tumbuh 3 persen tahun ini dan akan naik menjadi 4,3 persen di 2021. (7) Sementara itu, Lembaga Moneter Internasional (IMF) memperkirakan perekonomian dunia bisa terkontraksi hingga 0,5 persen tahun ini, dan melonjak ke angka 8,2 persen pada 2021.

(8) Mengacu pada ramalan tersebut, Luhut mengutarakan bahwa perekonomian nasional juga pasti akan ikut terdampak. (9) Beragam resesi ekonomi akan memengaruhi Indonesia sebagai mitra dagang utama. (10) Menurut perkiraan, perekonomian China pada tahun ini akan terkontraksi ke level 1,2 persen, tapi melesat hingga 9,5 persen. (11) Skenario serupa diprediksi terjadi pada negara mitra dagang utama, yakni India.(12) Ekonomi di Negeri Bollywood diproyeksikan akan bertahan di level 1,9 persen pada 2020 yang kemudian naik menjadi 7,4 persen di tahun berikutnya. (13) Sedangkan pertumbuhan ekonomi kawasan Asia Tenggara diramalkan akan minus 0,6 persen pada tahun ini dan akan mulai membaik ke posisi 7,8 persen pada 2021.

Dalam teks tersebut terdapat penulisan kata yang salah, yaitu",kata terkontraksi pada kalimat 1,kata minus pada kalimat 3,kata melesat pada kalimat 5,kata melonjak pada kalimat 7,2
191,PBM,"(1) Menteri Koordinator Bidang Kemaritiman dan Investasi, Luhut Binsar Pandjaitan, mengatakan bahwa pertumbuhan ekonomi global pada 2020 ini akan terkontraksi akibat wabah virus corona (Covid-19). (2) Luhut menyampaikan, ada bermacam-macam prediksi dari berbagai lembaga keuangan dunia terhadap pertumbuhan ekonomi global di tengah pandemi corona. (3) Proyeksi terburuk datang dari Bank Dunia, yang menyatakan perekonomian global bisa minus 3,5 persen hingga 2,1 persen pada tahun ini. (4) Tetapi, angka tersebut diramal akan naik pada 2021 dengan kisaran antara 5,2 – 5,6 persen. (5) Selanjutnya, Asian Development Bank (ADB), menduga perekonomian dunia akan tumbuh 2,5 persen pada 2020, dan akan melesat ke 5 persen setahun berikutnya. (6) Moody’s juga memprediksi ekonomi global akan tumbuh 3 persen tahun ini dan akan naik menjadi 4,3 persen di 2021. (7) Sementara itu, Lembaga Moneter Internasional (IMF) memperkirakan perekonomian dunia bisa terkontraksi hingga 0,5 persen tahun ini, dan melonjak ke angka 8,2 persen pada 2021.

(8) Mengacu pada ramalan tersebut, Luhut mengutarakan bahwa perekonomian nasional juga pasti akan ikut terdampak. (9) Beragam resesi ekonomi akan memengaruhi Indonesia sebagai mitra dagang utama. (10) Menurut perkiraan, perekonomian China pada tahun ini akan terkontraksi ke level 1,2 persen, tapi melesat hingga 9,5 persen. (11) Skenario serupa diprediksi terjadi pada negara mitra dagang utama, yakni India.(12) Ekonomi di Negeri Bollywood diproyeksikan akan bertahan di level 1,9 persen pada 2020 yang kemudian naik menjadi 7,4 persen di tahun berikutnya. (13) Sedangkan pertumbuhan ekonomi kawasan Asia Tenggara diramalkan akan minus 0,6 persen pada tahun ini dan akan mulai membaik ke posisi 7,8 persen pada 2021.

Kata tersebut pada kalimat 8 merujuk pada",perkiraan IMF tentang perekonomian,"lonjakan angka ke 8,2 persen",melemahnya kondisi perekonomian dunia,beberapa prediksi tentang kondisi perekonomian global,3
192,PBM,"(1) Menteri Koordinator Bidang Kemaritiman dan Investasi, Luhut Binsar Pandjaitan, mengatakan bahwa pertumbuhan ekonomi global pada 2020 ini akan terkontraksi akibat wabah virus corona (Covid-19). (2) Luhut menyampaikan, ada bermacam-macam prediksi dari berbagai lembaga keuangan dunia terhadap pertumbuhan ekonomi global di tengah pandemi corona. (3) Proyeksi terburuk datang dari Bank Dunia, yang menyatakan perekonomian global bisa minus 3,5 persen hingga 2,1 persen pada tahun ini. (4) Tetapi, angka tersebut diramal akan naik pada 2021 dengan kisaran antara 5,2 – 5,6 persen. (5) Selanjutnya, Asian Development Bank (ADB), menduga perekonomian dunia akan tumbuh 2,5 persen pada 2020, dan akan melesat ke 5 persen setahun berikutnya. (6) Moody’s juga memprediksi ekonomi global akan tumbuh 3 persen tahun ini dan akan naik menjadi 4,3 persen di 2021. (7) Sementara itu, Lembaga Moneter Internasional (IMF) memperkirakan perekonomian dunia bisa terkontraksi hingga 0,5 persen tahun ini, dan melonjak ke angka 8,2 persen pada 2021.

(8) Mengacu pada ramalan tersebut, Luhut mengutarakan bahwa perekonomian nasional juga pasti akan ikut terdampak. (9) Beragam resesi ekonomi akan memengaruhi Indonesia sebagai mitra dagang utama. (10) Menurut perkiraan, perekonomian China pada tahun ini akan terkontraksi ke level 1,2 persen, tapi melesat hingga 9,5 persen. (11) Skenario serupa diprediksi terjadi pada negara mitra dagang utama, yakni India.(12) Ekonomi di Negeri Bollywood diproyeksikan akan bertahan di level 1,9 persen pada 2020 yang kemudian naik menjadi 7,4 persen di tahun berikutnya. (13) Sedangkan pertumbuhan ekonomi kawasan Asia Tenggara diramalkan akan minus 0,6 persen pada tahun ini dan akan mulai membaik ke posisi 7,8 persen pada 2021.

Simpulan yang tepat untuk teks tersebut adalah",Beberapa prediksi tentang kondisi perekonomian global di tahun 2020 menunjukkan adanya penurunan angka pertumbuhan ekonomi.,Indonesia diperkirakan akan terdampak kondisi perekonomian global.,Kondisi perekonomian India berpegaruh terhadap Indonesia.,Masyarakat harus optimis bahwa kondisi perekonomian akan pulih pada tahun 2021.,0
193,PBM,"(1) Utang negara seringkali menjadi permasalahan pelik dalam lingkup nasional. (2) Hal ini disebabkan karena telah tertanamnya suatu doktrin general dalam benak mayoritas masyarakat Indonesia yang memberikan pandangan buruk terhadap utang, khususnya utang negara. (3) Namun, ternyata utang merupakan salah satu bagian penting dalam tahap menetapkan kebijakan fiskal (APBN) dimana utang juga merupakan suatu bagian dari sistem besar yang disebut pengelolaan ekonomi.

( 4 ) Dalam usaha untuk menciptakan kemakmuran rakyat, pengelolaan memiliki tujuan utama sebagai penggerak kegiatan ekonomi yang berfokus pada peningkatan pertumbuhan ekonomi. (5) [....] kesempatan kerja merupakan salah satu hal yang ada dalam proses pengelolaan ekonomi negara. (6) Indonesia termasuk negara yang mendapat bonus demografi, yang berarti Indonesia memiliki sejumlah sumber daya manusia yang masuk dalam kategori angkatan kerja. (7) Dengan banyaknya masyarakat Indonesia yang berada di fase produktif, penciptaan lapangan kerja haruslah dilakukan agar pertumbuhan ekonomi Indonesia semakin maju.

(8) Pengelolaan ekonomi dengan jalan utang negara juga bertujuan untuk mengurangi kemiskinan yang marak terjadi di Indonesia. (9) Dalam sejarahnya, Indonesia termasuk dalam kategori negara yang masih berkembang. (10) Pendidikan yang rendah, mutu kesehatan yang buruk, dan ketidakmampuan memenuhi kebutuhan sehari-hari menjadi faktor yang memperpanjang sirkulasi kemiskinan di Indonesia. (11) Dengan penggunaan utang negara sebagai sarana pengelolaan ekonomi, diharapkan penekanan pada kemiskinan dapat dilakukan.

Judul yang tepaT untuk teks tersebut adalah",Masalah Pelik di Balik Utang Negara,Pentingnya Utang Negara,Pengelolaan Ekonomi dengan Jalan Utang Negara,Hubungan Utang Negara dengan Kemakmuran,1
194,PBM,"(1) Utang negara seringkali menjadi permasalahan pelik dalam lingkup nasional. (2) Hal ini disebabkan karena telah tertanamnya suatu doktrin general dalam benak mayoritas masyarakat Indonesia yang memberikan pandangan buruk terhadap utang, khususnya utang negara. (3) Namun, ternyata utang merupakan salah satu bagian penting dalam tahap menetapkan kebijakan fiskal (APBN) dimana utang juga merupakan suatu bagian dari sistem besar yang disebut pengelolaan ekonomi.

( 4 ) Dalam usaha untuk menciptakan kemakmuran rakyat, pengelolaan memiliki tujuan utama sebagai penggerak kegiatan ekonomi yang berfokus pada peningkatan pertumbuhan ekonomi. (5) [....] kesempatan kerja merupakan salah satu hal yang ada dalam proses pengelolaan ekonomi negara. (6) Indonesia termasuk negara yang mendapat bonus demografi, yang berarti Indonesia memiliki sejumlah sumber daya manusia yang masuk dalam kategori angkatan kerja. (7) Dengan banyaknya masyarakat Indonesia yang berada di fase produktif, penciptaan lapangan kerja haruslah dilakukan agar pertumbuhan ekonomi Indonesia semakin maju.

(8) Pengelolaan ekonomi dengan jalan utang negara juga bertujuan untuk mengurangi kemiskinan yang marak terjadi di Indonesia. (9) Dalam sejarahnya, Indonesia termasuk dalam kategori negara yang masih berkembang. (10) Pendidikan yang rendah, mutu kesehatan yang buruk, dan ketidakmampuan memenuhi kebutuhan sehari-hari menjadi faktor yang memperpanjang sirkulasi kemiskinan di Indonesia. (11) Dengan penggunaan utang negara sebagai sarana pengelolaan ekonomi, diharapkan penekanan pada kemiskinan dapat dilakukan.

Gagasan utama paragraf yang dapat ditambahkan di antara kalimat 3 dan 4 adalah",Faktor-faktor penyebab pentingnya dilakukan utang negara.,Tujuan dilaksanakannya utang negara.,Hakikat pengelolaan ekonomi.,Dampak utang negara bagi masyarakat.,2
195,PBM,"(1) Utang negara seringkali menjadi permasalahan pelik dalam lingkup nasional. (2) Hal ini disebabkan karena telah tertanamnya suatu doktrin general dalam benak mayoritas masyarakat Indonesia yang memberikan pandangan buruk terhadap utang, khususnya utang negara. (3) Namun, ternyata utang merupakan salah satu bagian penting dalam tahap menetapkan kebijakan fiskal (APBN) dimana utang juga merupakan suatu bagian dari sistem besar yang disebut pengelolaan ekonomi.

( 4 ) Dalam usaha untuk menciptakan kemakmuran rakyat, pengelolaan memiliki tujuan utama sebagai penggerak kegiatan ekonomi yang berfokus pada peningkatan pertumbuhan ekonomi. (5) [....] kesempatan kerja merupakan salah satu hal yang ada dalam proses pengelolaan ekonomi negara. (6) Indonesia termasuk negara yang mendapat bonus demografi, yang berarti Indonesia memiliki sejumlah sumber daya manusia yang masuk dalam kategori angkatan kerja. (7) Dengan banyaknya masyarakat Indonesia yang berada di fase produktif, penciptaan lapangan kerja haruslah dilakukan agar pertumbuhan ekonomi Indonesia semakin maju.

Pilihan kata yang tepat untuk melengkapi bagian yang rumpang pada kalimat 5 adalah",menciptakan,diciptakannya,terciptanya,penciptaan,3
196,PBM,"(1) Utang negara seringkali menjadi permasalahan pelik dalam lingkup nasional. (2) Hal ini disebabkan karena telah tertanamnya suatu doktrin general dalam benak mayoritas masyarakat Indonesia yang memberikan pandangan buruk terhadap utang, khususnya utang negara. (3) Namun, ternyata utang merupakan salah satu bagian penting dalam tahap menetapkan kebijakan fiskal (APBN) dimana utang juga merupakan suatu bagian dari sistem besar yang disebut pengelolaan ekonomi.

( 4 ) Dalam usaha untuk menciptakan kemakmuran rakyat, pengelolaan memiliki tujuan utama sebagai penggerak kegiatan ekonomi yang berfokus pada peningkatan pertumbuhan ekonomi. (5) [....] kesempatan kerja merupakan salah satu hal yang ada dalam proses pengelolaan ekonomi negara. (6) Indonesia termasuk negara yang mendapat bonus demografi, yang berarti Indonesia memiliki sejumlah sumber daya manusia yang masuk dalam kategori angkatan kerja. (7) Dengan banyaknya masyarakat Indonesia yang berada di fase produktif, penciptaan lapangan kerja haruslah dilakukan agar pertumbuhan ekonomi Indonesia semakin maju.

(8) Pengelolaan ekonomi dengan jalan utang negara juga bertujuan untuk mengurangi kemiskinan yang marak terjadi di Indonesia. (9) Dalam sejarahnya, Indonesia termasuk dalam kategori negara yang masih berkembang. (10) Pendidikan yang rendah, mutu kesehatan yang buruk, dan ketidakmampuan memenuhi kebutuhan sehari-hari menjadi faktor yang memperpanjang sirkulasi kemiskinan di Indonesia. (11) Dengan penggunaan utang negara sebagai sarana pengelolaan ekonomi, diharapkan penekanan pada kemiskinan dapat dilakukan.

Dalam teks tersebut terdapat kalimat yang tidak efektif, yaitu ",kalimat 2 dan 3,kalimat 4 dan 7,kalimat 5 dan 8,kalimat 6 dan 9,0
197,PBM,"(1) Utang negara seringkali menjadi permasalahan pelik dalam lingkup nasional. (2) Hal ini disebabkan karena telah tertanamnya suatu doktrin general dalam benak mayoritas masyarakat Indonesia yang memberikan pandangan buruk terhadap utang, khususnya utang negara. (3) Namun, ternyata utang merupakan salah satu bagian penting dalam tahap menetapkan kebijakan fiskal (APBN) dimana utang juga merupakan suatu bagian dari sistem besar yang disebut pengelolaan ekonomi.

( 4 ) Dalam usaha untuk menciptakan kemakmuran rakyat, pengelolaan memiliki tujuan utama sebagai penggerak kegiatan ekonomi yang berfokus pada peningkatan pertumbuhan ekonomi. (5) [....] kesempatan kerja merupakan salah satu hal yang ada dalam proses pengelolaan ekonomi negara. (6) Indonesia termasuk negara yang mendapat bonus demografi, yang berarti Indonesia memiliki sejumlah sumber daya manusia yang masuk dalam kategori angkatan kerja. (7) Dengan banyaknya masyarakat Indonesia yang berada di fase produktif, penciptaan lapangan kerja haruslah dilakukan agar pertumbuhan ekonomi Indonesia semakin maju.

(8) Pengelolaan ekonomi dengan jalan utang negara juga bertujuan untuk mengurangi kemiskinan yang marak terjadi di Indonesia. (9) Dalam sejarahnya, Indonesia termasuk dalam kategori negara yang masih berkembang. (10) Pendidikan yang rendah, mutu kesehatan yang buruk, dan ketidakmampuan memenuhi kebutuhan sehari-hari menjadi faktor yang memperpanjang sirkulasi kemiskinan di Indonesia. (11) Dengan penggunaan utang negara sebagai sarana pengelolaan ekonomi, diharapkan penekanan pada kemiskinan dapat dilakukan.

Penulisan gabungan kata yang salah dalam teks tersebut adalah",kata seringkali pada kalimat 1,kata sumber daya pada kalimat 6,kata lapangan kerja pada kalimat 7,kata utang negara pada kalimat 8,0
198,PBM,"Indonesia termasuk negara yang mendapat bonus demografi, yang berarti Indonesia memiliki sejumlah sumber daya manusia yang masuk dalam kategori angkatan kerja.

Kalimat manakah yang memiliki maksud yang sama dengan kalimat diatas","Panjangnya sirkulasi kemiskinan di Indonesia menyebabkan pendidikan yang rendah, mutu kesehatan yang buruk, dan ketidakmampuan memenuhi kebutuhan sehari-hari.","Pendidikan yang rendah, mutu kesehatan yang buruk, dan ketidakmampuan memenuhi kebutuhan sehari-hari diakibatkan oleh sirkulasi kemiskinan di Indonesia.","Pendidikan yang rendah, mutu kesehatan yang buruk, dan ketidakmampuan memenuhi kebutuhan sehari-hari merupakan akibat dari panjangnya sirkulasi kemiskinan di Indonesia.","Pendidikan yang rendah, mutu kesehatan yang buruk, dan ketidakmampuan memenuhi kebutuhan sehari-hari berakibat pada panjangnya sirkulasi kemiskinan di Indonesia.",3
199,PBM,"(1) Utang negara seringkali menjadi permasalahan pelik dalam lingkup nasional. (2) Hal ini disebabkan karena telah tertanamnya suatu doktrin general dalam benak mayoritas masyarakat Indonesia yang memberikan pandangan buruk terhadap utang, khususnya utang negara. (3) Namun, ternyata utang merupakan salah satu bagian penting dalam tahap menetapkan kebijakan fiskal (APBN) dimana utang juga merupakan suatu bagian dari sistem besar yang disebut pengelolaan ekonomi.

( 4 ) Dalam usaha untuk menciptakan kemakmuran rakyat, pengelolaan memiliki tujuan utama sebagai penggerak kegiatan ekonomi yang berfokus pada peningkatan pertumbuhan ekonomi. (5) [....] kesempatan kerja merupakan salah satu hal yang ada dalam proses pengelolaan ekonomi negara. (6) Indonesia termasuk negara yang mendapat bonus demografi, yang berarti Indonesia memiliki sejumlah sumber daya manusia yang masuk dalam kategori angkatan kerja. (7) Dengan banyaknya masyarakat Indonesia yang berada di fase produktif, penciptaan lapangan kerja haruslah dilakukan agar pertumbuhan ekonomi Indonesia semakin maju.

(8) Pengelolaan ekonomi dengan jalan utang negara juga bertujuan untuk mengurangi kemiskinan yang marak terjadi di Indonesia. (9) Dalam sejarahnya, Indonesia termasuk dalam kategori negara yang masih berkembang. (10) Pendidikan yang rendah, mutu kesehatan yang buruk, dan ketidakmampuan memenuhi kebutuhan sehari-hari menjadi faktor yang memperpanjang sirkulasi kemiskinan di Indonesia. (11) Dengan penggunaan utang negara sebagai sarana pengelolaan ekonomi, diharapkan penekanan pada kemiskinan dapat dilakukan.

Simpulan yang tepat untuk teks tersebut adalah",Utang negara menimbulkan masalah yang pelik di masyarakat.,Negara perlu menciptakan banyak lapangan kerja untuk mengatasi masalah pengangguran.,Utang negara penting dilakukan untuk mengatasi masalah perekonomian dalam negeri.,Indonesia memiliki angkatan kerja yang tinggi sehingga perlu diciptakan banyak lapangan kerja.,2
