ID_USER,ID_QUESTION,Question_Category,Question_Description,USER_ANSWER,CORRECT_ANSWER,Duration
7,661,BI,"INFORMASI ALAT PACU JANTUNG BIVENTRICULAR PACEMAKER • Alat kecil bertenaga listrik yang menggunakan tiga kabel terpasang pada serambi kanan,bilikkanan, dan di dekat bilik kiri jantung. • Alat ini digunakan untuk membantu jantung berdetak lebih teratur sehingga dapat memompa darah ke seluruh tubuh dengan optimal. • Setelah dipasang, alat ini akan mengirimkan dorongan listrik ke jantung melalui kabel-kabel kecil yang terhubung antarkeduanya. • Alat ini bisa diatur sedemikian rupa agar gelombang listrik yang dikeluarkan untuk membuat jantung berkontraksi dapat sesuai dengan kebutuhan tubuh. • Efek samping berupa alergi terhadap obat bius, pendarahan, dan kerusakan pembuluh darah disebabkan oleh prosedur pemasangan alat, bukan dari alat pacu jantung tersebut. • Efek samping itu bersifat sementara. • Hindari berolahraga berat, berdiri terlalu lama di dekat barang elektronik, seperti microwave, atau meletakkan ponsel maupun pemutar musik di dekat pacu jantung. • Apabila memiliki keluhan fisik beberapa hari setelah pemasangan alat, segera konsultasikan hal ini ke dokter.
Berdasarkan bacaan, dapat disimpulkan bahwa orang yang menggunakan alat pacu jantung ini ",0,2,91
7,851,EN,"Loneliness and social isolation in older adults are serious public health risks affecting a significant number of people in the United States and putting them at risk for dementia and other serious medical conditions. A report from the National Academies of Sciences, Engineering, and Medicine (NASEM) points out that more than one-third of adults aged 45 and older feel lonely, and nearly one-fourth of adults aged 65 and older are considered to be socially isolated. Older adults are at increased risk for loneliness and social isolation because they are more likely to face factors such as living alone, the loss of family or friends, chronic illness, and hearing loss. 
Although it's hard to measure social isolation and loneliness precisely, there is strong evidence that many adults aged 50 and older are socially isolated or lonely in ways that put their health at risk. Recent studies found that social isolation significantly increased a person's risk of premature death from all causes, a risk that may rival those of smoking, obesity, and physical inactivity. Poor social relationships (characterized by social isolation or loneliness) was also associated with a 29% increased risk of heart disease. Loneliness among heart failure patients was associated with a nearly 4 times increased risk of death, 68% increased risk of hospitalization, and 57% increased risk of emergency department visits.
From the last paragraph, we can infer that ...",2,1,29
7,828,EN,"There was one group of Americans who actually gained jobs during the Great  Depression: Women. From 1930 to 1940, the number of employed women in the United States  rose 24 percent from 10.5 million to 13 million. Though they’d been steadily entering the  workforce for decades, the financial pressures of the Great Depression drove women to seek  employment in ever greater numbers as male breadwinners lost their jobs. The 22 percent decline  in marriage rates between 1929 and 1939 also created an increase in single women in search of  employment. Women during the Great Depression had a strong advocate in First Lady Eleanor  Roosevelt, who lobbied her husband for more women in office—like Secretary of Labor Frances  Perkins, the first woman to ever hold a cabinet position. 
Jobs available to women paid less but were more stable during the banking crisis:  nursing, teaching, and domestic work. They were supplanted by an increase in secretarial roles in  FDR’s rapidly-expanding government. But there was a catch: over 25 percent of the National  Recovery Administration’s wage codes set lower wages for women, and jobs created under the  WPA confined women to fields like sewing and nursing that paid less than roles reserved for  men. Married women faced an additional hurdle: By 1940, 26 states had placed restrictions  known as marriage bars on their employment, as working wives were perceived as taking away  jobs from able-bodied men—even if, in practice, they were occupying jobs men would not want  and doing them for far less pay.
The purpose of the text is to ",0,3,102
7,704,BI,"(1) Di Jepang, terkenal istilah wabi sabi, yakni sebuah filosofi yang kerap digambarkan sebagai cara menemukan keindahan dalam ketidaksempurnaan. (2) Dalam filosofi wabi sabi, manusia didorong untuk lebih focus pada keindahan yang dimiliki daripada berharap pada hal yang belum tentu bisa didapatkan. (3) Selain itu, filosofi tersebut juga memuat ajaran untuk menerima kekurangan dan mensyukuri segala hal yang dimiliki. (4) Dalam praktik kehidupan sehari-hari, filosofi wabi sabi sangat cocok diterapkan pada masyarakat modern saat ini yang terus-menerus mengejar kesempurnaan hidup. (5) Dewasa ini, manusia selalu mengejar berbagai aspek duniawi yang pada akhirnya membuat mereka depresi, cemas, dan stres. (6) Dengan menerapkan filosofi wabi sabi, manusia akan diajari untuk mengurangi perilaku konsumtif dan berhenti mengikuti tren populer yang sering kali hanya menggembar-gemborkan kemewahan.(1) Di Jepang, terkenal istilah wabi sabi, yakni sebuah filosofi yang kerap digambarkan sebagai cara menemukan keindahan dalam ketidaksempurnaan. (2) Dalam filosofi wabi sabi, manusia didorong untuk lebih focus pada keindahan yang dimiliki daripada berharap pada hal yang belum tentu bisa didapatkan. (3) Selain itu, filosofi tersebut juga memuat ajaran untuk menerima kekurangan dan mensyukuri segala hal yang dimiliki. (4) Dalam praktik kehidupan sehari-hari, filosofi wabi sabi sangat cocok diterapkan pada masyarakat modern saat ini yang terus-menerus mengejar kesempurnaan hidup. (5) Dewasa ini, manusia selalu mengejar berbagai aspek duniawi yang pada akhirnya membuat mereka depresi, cemas, dan stres. (6) Dengan menerapkan filosofi wabi sabi, manusia akan diajari untuk mengurangi perilaku konsumtif dan berhenti mengikuti tren populer yang sering kali hanya menggembar-gemborkan kemewahan.
Dalam bacaan tersebut, terkandung kata-kata dengan maksud tertentu, salah satunya adalah kata bisa pada kalimat (2). Sebenarnya, ada kata lain yang memiliki kesamaan makna dengan kata tersebut. Berikut adalah kata-kata yang dapat bermakna sama dengan kata bisa pada kalimat (2), KECUALI ",1,2,28
7,1162,PM,"Fungsi f dan g didefinisikan sebagai berikut:
f(x) = x

2 + 4x + 2 dan g(x) = x + 6

Absis terkecil semua titik potong grafik fungsi f dan g adalah...",2,1,102
7,996,PM,"Diketahui y = 4x + 2

1) Jika x = 1, maka y = 4
2) Jika x = 2, maka y = 10
3) Jika x = 3, maka y = 14",1,2,92
7,1194,PM,"Fungsi f dan g didefinisikan sebagai berikut:
f(x) = x

2 + 4x + 2 dan g(x) = x + 6

Absis terkecil semua titik potong grafik fungsi f dan g adalah...",2,1,92
7,1145,PM,"Fungsi f dan g didefinisikan sebagai berikut:
f(x) = x

2 + 4x + 2 dan g(x) = x + 6

Absis terkecil semua titik potong grafik fungsi f dan g adalah...",3,1,71
8,699,BI,"Bagaimana awal mulanya bahasa tercipta? Terdapat dua teori yang mungkin dapat membantu menjawab pertanyaan ini. Teori pertama mengatakan bahwa adanya bahasa dimulai ketika manusia berkomunikasi dengan membuat suara yang berbeda-beda atau kebanyakan dengan meniru hal-hal di sekitar mereka, seperti panggilan binatang, suara alam, dan suara alat. Mereka akhirnya mulai menggunakan suara-suara ini untuk berbicara dengan satu sama lain. Mereka mungkin membuat suara angin yang kencang untuk berbicara tentang cuaca atau menirukan suara burung untuk memberi tahu bahwa ada seekor burung di dekat lawan bicaranya. Ratusan tahun kemudian, suara-suara tersebut berubah menjadi kata-kata yang mulai dipelajari sebagai bagian dari bahasa mereka. Pada titik tertentu, manusia mulai merangkai kata-kata untuk membentuk kalimat. Teori utama lainnya, yang lebih baru dari teori sebelumnya, adalah meyakini bahwa manusia memulai bahasa dengan memberi isyarat, seperti menunjuk suatu hal dengan tangan mereka, meniru tindakan menggunakan tubuh mereka, atau membuat ekspresi wajah tertentu. Gerakan-gerakan ini akhirnya berubah menjadi bahasa isyarat yang utuh.
Dalam teks dijelaskan bahwa awal bahasa tercipta menurut teori pertama adalah dengan peniruan bunyi-bunyi di sekitar. Dalam ilmu bahasa, istilah yang digunakan untuk menyebut kata-kata yang terbentuk dari tiruan bunyi adalah onomatope.
Manakah di antara kata berikut yang termasuk fenomena onomatope?",3,3,16
8,966,PM,"Barisan 16, p, 4, q, ..... merupakan barisan aritmetika. Jumlah suku ke-6 dan suku ke-8 barisan tersebut sama dengan hasil kali suku ke-4 yakni.....",3,3,93
8,1184,PM,"Fungsi f dan g didefinisikan sebagai berikut:
f(x) = x

2 + 4x + 2 dan g(x) = x + 6

Absis terkecil semua titik potong grafik fungsi f dan g adalah...",3,1,50
8,1019,PM,"Fungsi f dan g didefinisikan sebagai berikut:
f(x) = x

2 + 4x + 2 dan g(x) = x + 6

Absis terkecil semua titik potong grafik fungsi f dan g adalah...",1,1,19
8,770,EN,"Eighteen months into the COVID-19 pandemic, executives' responses to the latest  McKinsey Global Survey suggest that they believe the economy is on track toward a recovery.  Throughout 2021, their views have, on average, been consistently positive. They also continue to  report largely positive expectations. 71 percent of respondents predict that conditions in the  global economy will improve in the next six months. This went down from an all-time high of 81  percent who said so last quarter. When asked about their countries' economic prospects, most  respondents still expect improvements, but that share has also decreased. Sixty-five percent of  respondents now say so, down from a range of 73 to 79 percent who have said so since March  2021. 
However, with the Delta variant affecting so many parts of the world, worries over the  pandemic's effects on the economy have also re-emerged. This happened just one quarter after a historically low share of respondents cited it as a risk to domestic economic growth. In June, just 36 percent cited the pandemic as a risk to domestic growth over the next year. It was the smallest
share since the survey in March 2020. Now, 49 percent of respondents say the same, up from 42 percent in July. 
The pandemic is followed by supply-chain disruptions and inflation. These were also  among the top-three risks to domestic growth in the past two surveys. By region, the pandemic is  the top risk in every region except Latin America. Respondents in developed economies also see  it as a more prominent threat to growth than those in emerging economies. Fifty-two percent of developed-economy executives see the pandemic as a risk to growth in their own countries. It is 
nearly double the share who said so last quarter-compared with 45 percent in emerging economies. 
The responses in developed economies suggest other concerns as well. For the first time since January. these executives are less likely than others to expect improving conditions in their home economies. They are also less upbeat about their companies' prospects. Respondents in developed economies are much less likely than their emerging-economy peers to expect an increase in the size of their companies' workforces in the next six months. They also had less expectation of an increase in demand for their companies' products and services as well as an increase in company profits. 
The word ""They"" in the last sentence of paragraph 4 refers to",1,1,106
8,874,EN,"The Alaska pipeline starts at the frozen edge of the Arctic Ocean. It stretches southward across the largest and northernmost state in the United States, ending at a remote ice-free seaport village nearly 800 miles from where it begins. It is massive in size and extremely complicated to operate. The steel pipe crosses windswept plains and endless miles of delicate tundra that tops the frozen ground. It weaves through crooked canyons, climbs sheer mountains, plunges over rocky crags, makes its way through thick forests, and passes over or under hundreds of rivers and streams. The pipe is 4 feet in diameter, and up to 2 million barrels (or 84 million gallons) of crude oil can be pumped through it daily. 
Resting on H-shaped steel racks called ""bents;' long sections of the pipeline follow a zigzag course high above the frozen earth. Other long sections drop out of sight beneath spongy or rocky ground and return to the surface later on. The pattern of the pipeline's up-and-down route is determined by the often harsh demands of the arctic and subarctic climate, the tortuous lay of the land, and the varied compositions of soil, rock, or permafrost (permanently frozen ground). A little more than half of the pipeline is elevated above the ground. The remainder is buried anywhere from 3 to 12 feet, depending largely upon the type of terrain and the properties of the soil. 
One of the largest in the world, the pipeline cost approximately $8 billion and is by far the biggest and most expensive construction project ever undertaken by private industry. In fact, no single business could raise that much money, so 8 major oil companies formed a consortium in order to share the costs. Each company controlled oil rights to particular shares of land in the oil fields and paid into the pipeline-construction fund according to the size of its holdings. Today, despite enormous problems of climate, supply shortages, equipment breakdowns, labor disagreements, treacherous terrain, a certain amount of mismanagement, and even theft, the Alaska pipeline has been completed and is operating.

The passage is primarily concerned with ...",0,3,64
8,712,BI,"Selain fitur cash on delivery (COD), dalam beberapa tahun terakhir, telah hadir fitur lain di sejumlah layanan keuangan, marketplace, serta agen travel online, yaitu fitur paylater. Layanan ini menghadirkan tawaran “beli dulu bayar nanti” yang tentunya dengan beragam syarat yang berbeda dari setiap penyelenggara. Lembaga yang menyediakan layanan paylater akan memberikan dana talangan kepada peminjam untuk membayar transaksi barang atau jasa yang dibutuhkan dan pengguna diharuskan membayar tagihannya sesuai dengan jangka waktu yang telah dipilih. Saat ini, layanan ini banyak digemari masyarakat karena berbagai kemudahan yang ditawarkan. Hanya dengan mengisi data yang dibutuhkan, seperti kartu identitas, pengguna bisa langsung menikmati fitur ini. Bahkan, makin sering digunakan, limit pinjaman yang ditawarkan dalam paylater akan makin besar. Selain itu, proses pencairan dana yang ditawarkan pun tergolong cepat. Pengguna paylater tidak diminta untuk menyetor dana di muka. Fitur ini memudahkan transaksi keuangan dalam lingkungan ekosistem ekonomi digital.
Berdasarkan teks tersebut, secara ringkas, bagaimana urutan proses transaksi dengan paylater bagi seseorang yang telah mengaktifkan fitur tersebut?",3,2,74
8,1148,PM,"Fungsi f dan g didefinisikan sebagai berikut:
f(x) = x

2 + 4x + 2 dan g(x) = x + 6

Absis terkecil semua titik potong grafik fungsi f dan g adalah...",1,1,72
8,770,EN,"Eighteen months into the COVID-19 pandemic, executives' responses to the latest  McKinsey Global Survey suggest that they believe the economy is on track toward a recovery.  Throughout 2021, their views have, on average, been consistently positive. They also continue to  report largely positive expectations. 71 percent of respondents predict that conditions in the  global economy will improve in the next six months. This went down from an all-time high of 81  percent who said so last quarter. When asked about their countries' economic prospects, most  respondents still expect improvements, but that share has also decreased. Sixty-five percent of  respondents now say so, down from a range of 73 to 79 percent who have said so since March  2021. 
However, with the Delta variant affecting so many parts of the world, worries over the  pandemic's effects on the economy have also re-emerged. This happened just one quarter after a historically low share of respondents cited it as a risk to domestic economic growth. In June, just 36 percent cited the pandemic as a risk to domestic growth over the next year. It was the smallest
share since the survey in March 2020. Now, 49 percent of respondents say the same, up from 42 percent in July. 
The pandemic is followed by supply-chain disruptions and inflation. These were also  among the top-three risks to domestic growth in the past two surveys. By region, the pandemic is  the top risk in every region except Latin America. Respondents in developed economies also see  it as a more prominent threat to growth than those in emerging economies. Fifty-two percent of developed-economy executives see the pandemic as a risk to growth in their own countries. It is 
nearly double the share who said so last quarter-compared with 45 percent in emerging economies. 
The responses in developed economies suggest other concerns as well. For the first time since January. these executives are less likely than others to expect improving conditions in their home economies. They are also less upbeat about their companies' prospects. Respondents in developed economies are much less likely than their emerging-economy peers to expect an increase in the size of their companies' workforces in the next six months. They also had less expectation of an increase in demand for their companies' products and services as well as an increase in company profits. 
The word ""They"" in the last sentence of paragraph 4 refers to",0,1,19
8,1018,PM,"Fungsi f dan g didefinisikan sebagai berikut:
f(x) = x

2 + 4x + 2 dan g(x) = x + 6

Absis terkecil semua titik potong grafik fungsi f dan g adalah...",3,1,50
9,1056,PM,"Fungsi f dan g didefinisikan sebagai berikut:
f(x) = x

2 + 4x + 2 dan g(x) = x + 6

Absis terkecil semua titik potong grafik fungsi f dan g adalah...",2,1,80
9,821,EN,"Recently, there has been a slow uphill battle by the fashion industry to make more  sustainable clothing, whether that be from recycled materials like plastic bottles or even recycled  clothing and clothing scraps. While this is a good thing, costs are still relatively high, and not  many people are going to want to spend $100+ on two articles of clothing just because it’s  environmentally friendly. A better alternative would be buying clothing second-hand. What does  second-hand mean? Well, it’s synonymous with thrift store shopping. That being said, there are a  plethora of reasons why thrifting is better than fast fashion. Thrifting is good for the environment  and the economy. 
Thrifting is a great way to get the most out of your buck. Some thrift stores even offer  student or military discounts. You can even “upcycle” clothing. Upcycling here means taking a 
piece of clothing and making it more to your liking or more fashionable, which itself allows you  to save money. 
Now the question at hand, why is buying second-hand good for the environment? First of  all, thrifting is good for the environment because it reduces the amount of plastic that ends up at  the dump. Also, thrifting reduces the number of wasted resources that get burnt up from making  new clothing or other textile products. If you looked it up, you would find that there is an  astronomical amount of water used in textile production that is incredibly wasteful. Specifically,  clothing/textile production requires around 9.3 billion tons of water annually. On another note,  thrifting also helps cut back on pollution and carbon emissions. The fashion industry is  calculated to be responsible for about 10% of global carbon emissions. 
(1) Let’s address the concerns you might have with buying second-hand clothes. (2) The  biggest concern for most people is cleanliness. (3) Generally, thrift stores are sanitary and do  have policies concerning those matters. (4) Besides, the majority of customers will usually  immediately wash clothing before wearing them. (5) Those things can help people in selecting  clothes in thrift stores. (6) Thrift stores also sort through clothing and other donations to make 
sure they aren’t damaged, dirty, stained, or smell bad. 
Second-hand shopping isn’t only good for your bank account. It’s also great for the  environment. There will always be a concern when it comes to second-hand shopping, but the  real concern should be aimed at the unnecessary waste. Nowadays, second-hand shopping isn’t  only done in-store. If you don’t like shopping in person, there are hundreds of online thrifting  options right at your fingertips.
Jessica’s dream skirt is only available in big stores at a high price. Based on the  information in the text, what can Jessica do to have her dream skirt?",0,2,86
9,1097,PM,"Fungsi f dan g didefinisikan sebagai berikut:
f(x) = x

2 + 4x + 2 dan g(x) = x + 6

Absis terkecil semua titik potong grafik fungsi f dan g adalah...",3,1,38
9,711,BI,"Kearifan lokal dapat menjadi salah satu sumber untuk meningkatkan kewaspadaan masyarakat dalam menghadapi bencana. Salah satu kearifan lokal yang terkenal untuk membantu masyarakat dalam menghadapi bencana tsunami adalah syair tentang semong yang mulai dikenal masyarakat semenjak tanggal 4 Januari 1907 saat terjadi peristiwa tsunami di sekitar wilayah Pulau Simeulue. Kejadian ini tercatat di suatu buku karangan Martinus Nijhoff pada tahun 1916 yang menceritakan bahwa masyarakat yang ada di Pulau Simeulue secara turun temurun menyampaikan generasi-generasi di bawahnya tentang peringatan tradisional tsunami sehingga menjadi suatu memori kolektif. Bahkan, ditemukan riwayat syair tentang semong ini sebagai nyanyian pengantar tidur bagi anak- anak di wilayah Pulau Simeulue. Saat tsunami melanda wilayah Aceh pada tahun 2004 yang lalu, Pulau Simeulue yang menjadi salah satu wilayah yang terhantam gelombang tsunami pada waktu awal. Sebanyak 1.700 rumah di Pulau Simeulue mengalami kehancuran akibat tsunami yang disebabkan oleh gempa dengan kekuatan 9,1—9,3 skala magnitudo. Namun, di tengah dahsyatnya kerusakan bangunan fisik di Pulau Simeulue, jumlah korban jiwa yang ada justru berkebalikan dengan banyaknya rumah yang rusak. Jumlah korban jiwa yang kehilangan nyawa di pulau itu hanya enam orang. Jika rata-rata ada lima orang penghuni dalam satu rumah, total manusia yang ada di Pulau Simeulue saat diterjang tsunami Aceh berkisar lebih dari 8.500 orang. Sedikitnya jumlah korban jiwa yang meninggal menandakan bahwa pada saat itu ada suatu proses evakuasi berupa mobilitas penduduk besar-besaran ke suatu tempat yang aman secara mandiri dan serempak dalam waktu kurang dari 10 menit di seluruh pelosok Pulau Simeulue. Fenomena berpindahnya penduduk yang sangat banyak termasuk kejadian yang luar biasa sebab saat itu berbagai sarana komunikasi masih cukup terbatas.
Inferensi yang tepat atas pernyataan tersebut adalah ",3,0,42
9,1086,PM,"Fungsi f dan g didefinisikan sebagai berikut:
f(x) = x

2 + 4x + 2 dan g(x) = x + 6

Absis terkecil semua titik potong grafik fungsi f dan g adalah...",0,1,109
9,1175,PM,"Fungsi f dan g didefinisikan sebagai berikut:
f(x) = x

2 + 4x + 2 dan g(x) = x + 6

Absis terkecil semua titik potong grafik fungsi f dan g adalah...",0,1,24
9,968,PM,"Kakak diberi uang sebesar n oleh ayah. Uang tersebut digunakan untuk membeli buku 0,2 bagian, membeli tempat pensil 0,12 bagian, membeli makanan 0,28 bagian dan membeli kaos kaki sebesar Rp 15.000,00. Uang yang masih dimiliki kakak akan ditabung di sekolah seluruhnya. Besar uang kakak yang akan ditabung adalah....",3,1,108
9,850,EN,"Loneliness and social isolation in older adults are serious public health risks affecting a significant number of people in the United States and putting them at risk for dementia and other serious medical conditions. A report from the National Academies of Sciences, Engineering, and Medicine (NASEM) points out that more than one-third of adults aged 45 and older feel lonely, and nearly one-fourth of adults aged 65 and older are considered to be socially isolated. Older adults are at increased risk for loneliness and social isolation because they are more likely to face factors such as living alone, the loss of family or friends, chronic illness, and hearing loss. 
Although it's hard to measure social isolation and loneliness precisely, there is strong evidence that many adults aged 50 and older are socially isolated or lonely in ways that put their health at risk. Recent studies found that social isolation significantly increased a person's risk of premature death from all causes, a risk that may rival those of smoking, obesity, and physical inactivity. Poor social relationships (characterized by social isolation or loneliness) was also associated with a 29% increased risk of heart disease. Loneliness among heart failure patients was associated with a nearly 4 times increased risk of death, 68% increased risk of hospitalization, and 57% increased risk of emergency department visits.
To whom is the text likely addressed?",3,1,33
9,1070,PM,"Fungsi f dan g didefinisikan sebagai berikut:
f(x) = x

2 + 4x + 2 dan g(x) = x + 6

Absis terkecil semua titik potong grafik fungsi f dan g adalah...",1,1,113
9,1120,PM,"Fungsi f dan g didefinisikan sebagai berikut:
f(x) = x

2 + 4x + 2 dan g(x) = x + 6

Absis terkecil semua titik potong grafik fungsi f dan g adalah...",1,1,70
10,744,EN,"Some Indonesians may miss something when their meal does not come up with chilies or chili chunks. The hottest ones are the most sought after by chili lovers. Not just spicy, chilies turn out to contain some important nutrients such as energy, carbohydrates, sugar, fiber, fat, protein, vitamin A, vitamin B6, vitamin C, iron, magnesium, potassium, water, and capsaicin. Capsaicin is what makes chili taste spicy and hot. Despite its spicy taste, chilies turn out to have many health benefits. The first benefit of chilies is for stomach health. Capsaicin in chilies can nourish the digestion by increasing the digestive juices in the stomach and fighting bacteria that cause infection. In addition, chilies also help fight diarrhea caused by bacterial infections. Chilies can also reduce pain. Applying an ointment or cream containing capsaicin is thought to help reduce soreness, pain after surgery, migraines, psoriasis, thrush due to chemotherapy or radiation, joint problems such as rheumatoid arthritis and osteoarthritis, nervous system problems such as diabetic neuropathy, sudden and sharp pain in one side of the face, and nerve pain the area of the body infected with chickenpox virus. In addition, capsaicin is also thought to reduce back pain, muscle and soft tissue pain in fibromyalgia, relieve symptoms of prurigo nodularis skin disease, and relieve symptoms of runny noses that are not associated with allergies or infections. Capsaicin works by first stimulating and then reducing the intensity of pain in the body. That is why when applying a cream containing capsaicin, we will feel the pain, but the pain will usually subside after the first use. The other benefit of chilies is that they are believed to be able to strengthen lung tissues and help prevent or treat chronic lung diseases where the small air sacs in the lungs are damaged by smoking. In addition, chilies also thin the mucus in the lungs so that it can be easily removed from the lungs. According to research in China, a long term consumption or capsaicin is thought to reduce blood pressure levels. In addition, other studies also reveal that capsaicin is thought to reducecholesterol and prevent blood clots causing heart disease.
Who needs to be convinced by the writer through this passage?  ",2,1,11
10,926,PM,"Jika f(x)=2x-3 dan (gof)(x)= 2x+1, maka g(x)=....",1,3,39
10,694,BI,"Pemanasan global, yaitu meningkatnya rata-rata suhu di atmosfer bumi akibat peningkatan gas rumah kaca, menyebabkan terjadinya masalah kekeringan dan berkurangnya curah hujan di banyak wilayah. Hal tersebut berdampak pada berkurangnya pasokan air yang masuk ke dalam tanah. Hal ini tentunya akan menyebabkan masalah pada kuantitas air tanah. Selain itu, pasokan air yang masuk ke dalam tanah akan menjadi bagian dari lapisan tanah. Berkurangnya pasokan air yang menjadi bagian dari lapisan tanah akan mengakibatkan muka air tanah menjadi lebih rendah. Pada saat yang bersamaan, pemompaan dan konsumsi air tanah yang terus meningkat seiring pertumbuhan jumlah penduduk menyebabkan penurunan muka air tanah menjadi makin lebih cepat. Rendahnya muka air tanah juga bisa memicu ketidakseimbangan tekanan dan aliran air. Kondisi ini mengakibatkan aliran air dari air permukaan, seperti sungai, rawa, dan danau, merembes atau terinfiltrasi masuk ke dalam lapisan tanah sehingga air permukaan ini menjadi bagian air tanah. Tidak hanya airnya, polutan yang terkandung dalam aliran air permukaan itu pun juga akan masuk ke dalam lapisan tanah. Polutan ini utamanya berasal dari aktivitas manusia, dan bisa berupa residu obat, sisa-sisa bahan kimia, limbah industri, dan lain-lain. Jika polutan masuk ke dalam lapisan air tanah, hal tersebut akan menyebabkan terjadinya pencemaran air tanah. Saat ini terjadi, kualitas air tanah pun akan menurun. Jadi, pemanasan global yang awalnya berdampak terhadap kuantitas air tanah, ternyata akan berdampak pula pada kualitas air tanahnya.
Apa gagasan utama teks tersebut?",1,1,51
10,802,EN,"nicholas_team02 [THREAD STARTER] - posted on 07 December 2020 09.01 Hello everyone! 
My friend told me that as a parent, he actively took a part in his child's career. Therefore, I want  to know, what is your take on parents' ""intervention"" in their children's career path? I think that  children have the right to choose what they want and what they do not want, it applies to their  future job too. Regardless, they cannot ignore their parents' opinions about it. Parents and their  children should discuss without forcing each other's opinions. 
yuma.won04 - posted on 07 December 2020 09.12 
Although children have their own dreams, they have no capability to choose their careers. In  contrast, parents know their children and are experienced in this case so they should be able to  guide their kids. However, parents should not enforce their irrational reason for their children to  choose, rather they should supervise their children to open options, the interest, the strength and  weaknesses, the ability, and willingness of the children. 
niki1209 - posted on 07 December 2020 09.22 
I know the feeling of how your parents forced you to do something you were never passionate  about as a profession. The most essential thing is their interest, so the children should choose  their careers. Parents' concern for their children's position in society may come in the way, but  children have their own aspirations. Therefore, parents should free their children to select their  careers and give them their support. 
jay002 - posted on 07 December 2020 09.50 
Children at their age have the inability to decide on their careers. The parents should advise them  thoroughly. The children's academic and non-academic activities should be observed by the  parents as they show the children's potential. From the observation, the parents are able to decide  the career line of their children. 
sungene - posted on 07 December 2020 10.04 
I have my dream job at a big corporation in my 20s and I can tell you that it did not come easily.  I had to work my body off to be where I am today. Success does not come to you as simply as  you dream it, people.
Besides nicholas_team02, who does have experience in parent intervention in children’s  careers? ",3,2,43
10,944,PM,"ka f(0)=0 dan f'(0)=2, maka turunan dari f(f(f(f(f(f(x)))))) di x = 0 adalah .. ..",3,1,47
10,1026,PM,"Fungsi f dan g didefinisikan sebagai berikut:
f(x) = x

2 + 4x + 2 dan g(x) = x + 6

Absis terkecil semua titik potong grafik fungsi f dan g adalah...",1,1,66
10,758,EN,"Regardless of our personal values, we base most of our self-esteem on the fulfilment of  the dominant values of our culture. For the past hundred years, researchers have mostly assumed  that individuals base their self-esteem on the fulfilment of the values they personally perceive as  being most important. However, a worldwide survey casts an element of doubt on that widely 
accepted hypothesis 
The survey involved more than 5,000 teenagers and young adults. It was launched in  2008. The survey covered 19 countries in Eastern and Western Europe, the Middle East, South  America, Africa and Asia. The results show that the young respondents did not base their self esteem on their own personal values. Rather, they based it on the fulfilment of the value  prioritiesof other individuals in their cultural environments. 
The survey covered about 200 secondary school pupils in each country. Most of them  were between 16 and 17 years of age. The researchers noted that their respondents' self-esteem  was based, in all cultures, on four key factors. They are controlling one's life, doing one's duty  benefiting others and achieving social status.  
Nonetheless, the relative importance of each of those items for individual self-esteem  varies between cultures. One example is participants in the survey who live in cultural contexts  that prize values, such as individual freedom and leading a stimulating life. They mostly came  from Western Europe and certain regions of South America. These participants were more likely  to derive their self-esteem from the impression of controlling their lives. An opposing example is  those living in cultures that value conformity, tradition and security. These participants mostly  came from certain parts of the Middle East, Africa and Asia. They were more likely to base their  self-esteem on the feeling of doing their duty. 
Seen in this light, self-esteem seems to be a mainly collaborative. .... Those findings  suggest that the system for building self-esteem is an important channel for individuals  internalize their culture's values. This also happens at an implicit level, even if they claim not to  subscribe to these values when explicitly asked. These subtle processes can encourage people to  act according to the expectations of the society they live in. However, it helps maintain social  solidarity. 
The author would apparently agree that the phenomenon of self-esteem and culture  discussed in the passage is similar to that of ",0,3,17
10,1107,PM,"Fungsi f dan g didefinisikan sebagai berikut:
f(x) = x

2 + 4x + 2 dan g(x) = x + 6

Absis terkecil semua titik potong grafik fungsi f dan g adalah...",3,1,18
10,800,EN,"nicholas_team02 [THREAD STARTER] - posted on 07 December 2020 09.01 Hello everyone! 
My friend told me that as a parent, he actively took a part in his child's career. Therefore, I want  to know, what is your take on parents' ""intervention"" in their children's career path? I think that  children have the right to choose what they want and what they do not want, it applies to their  future job too. Regardless, they cannot ignore their parents' opinions about it. Parents and their  children should discuss without forcing each other's opinions. 
yuma.won04 - posted on 07 December 2020 09.12 
Although children have their own dreams, they have no capability to choose their careers. In  contrast, parents know their children and are experienced in this case so they should be able to  guide their kids. However, parents should not enforce their irrational reason for their children to  choose, rather they should supervise their children to open options, the interest, the strength and  weaknesses, the ability, and willingness of the children. 
niki1209 - posted on 07 December 2020 09.22 
I know the feeling of how your parents forced you to do something you were never passionate  about as a profession. The most essential thing is their interest, so the children should choose  their careers. Parents' concern for their children's position in society may come in the way, but  children have their own aspirations. Therefore, parents should free their children to select their  careers and give them their support. 
jay002 - posted on 07 December 2020 09.50 
Children at their age have the inability to decide on their careers. The parents should advise them  thoroughly. The children's academic and non-academic activities should be observed by the  parents as they show the children's potential. From the observation, the parents are able to decide  the career line of their children. 
sungene - posted on 07 December 2020 10.04 
I have my dream job at a big corporation in my 20s and I can tell you that it did not come easily.  I had to work my body off to be where I am today. Success does not come to you as simply as  you dream it, people.
The irrelevant opinion from the discussion above is",1,3,66
